qd_power,qdm1_power,terms,positive_terms,negative_terms,Y_min,Y_max,common_denominator,transport_half_power_depth,natural_transport_candidate,conservative_cube_candidate
1,0,4,2,2,0,3,144,0,1,1
2,0,5,2,3,0,4,288,0,1,1
3,0,3,2,1,2,4,144,0,1,1
4,0,1,0,1,4,4,288,0,1,1
1,1,5,4,1,0,4,144,1,1/2,1/8
2,1,3,2,1,2,4,288,1,1/2,1/8
3,1,3,1,2,3,5,288,1,1/2,1/8
4,1,1,1,0,5,5,288,1,1/2,1/8
2,2,3,2,1,3,5,288,2,1/4,1/64
3,2,1,0,1,5,5,288,2,1/4,1/64
4,2,1,0,1,6,6,1152,2,1/4,1/64
3,3,1,1,0,6,6,1152,3,1/8,1/512
