term_id,ell,total_weight,num_atoms,partition,coefficient,monomial
1,3,6,1,6,1,E6
2,3,6,2,1+5,1,E1*E5
3,3,6,2,2+4,1,E2*E4
5,3,6,2,3+3,1/2,E3*E3
4,3,6,3,1+1+4,1/2,E1*E1*E4
6,3,6,3,1+2+3,1,E1*E2*E3
8,3,6,3,2+2+2,1/6,E2*E2*E2
7,3,6,4,1+1+1+3,1/6,E1*E1*E1*E3
9,3,6,4,1+1+2+2,1/4,E1*E1*E2*E2
10,3,6,5,1+1+1+1+2,1/24,E1*E1*E1*E1*E2
11,3,6,6,1+1+1+1+1+1,1/720,E1*E1*E1*E1*E1*E1
