qd_power,qdm1_power,Y_power,coefficient,sign,monomial
5,1,0,-529586382029/153090,-,q_d^5*q_{d-1}
5,1,1,-12133301773597/1530900,-,Y*q_d^5*q_{d-1}
5,1,2,263457238502651/5248800,+,Y^2*q_d^5*q_{d-1}
5,1,3,89496158227741/2099520,+,Y^3*q_d^5*q_{d-1}
5,1,4,-22496392421330693/50388480,-,Y^4*q_d^5*q_{d-1}
5,1,5,396924534293231557/1275458400,+,Y^5*q_d^5*q_{d-1}
5,1,6,1633559785763624086129/979552051200,+,Y^6*q_d^5*q_{d-1}
5,1,7,-1302470874506626101889/391820820480,-,Y^7*q_d^5*q_{d-1}
5,1,8,-13962683224014682469/52242776064,-,Y^8*q_d^5*q_{d-1}
5,1,9,365846975293525990745/52242776064,+,Y^9*q_d^5*q_{d-1}
5,1,10,-74052475758313266593009/10448555212800,-,Y^10*q_d^5*q_{d-1}
5,1,11,-15872048745533459703883/20897110425600,-,Y^11*q_d^5*q_{d-1}
5,1,12,367695997339722319615067/62691331276800,+,Y^12*q_d^5*q_{d-1}
5,1,13,-17684277798177169772509/5015306502144,-,Y^13*q_d^5*q_{d-1}
5,1,14,-2461294451555002940429/501530650214400,-,Y^14*q_d^5*q_{d-1}
5,1,15,641604473118885124998317/1003061300428800,+,Y^15*q_d^5*q_{d-1}
5,1,16,-28152088440139496919779/200612260085760,-,Y^16*q_d^5*q_{d-1}
5,1,17,-171740330945637657623/13931406950400,-,Y^17*q_d^5*q_{d-1}
5,1,18,-554319057760601/30958682112,-,Y^18*q_d^5*q_{d-1}
6,1,-3,-14036992/14175,-,Y^-3*q_d^6*q_{d-1}
6,1,-2,-183797632/8505,-,Y^-2*q_d^6*q_{d-1}
6,1,-1,-793035352/8505,-,Y^-1*q_d^6*q_{d-1}
6,1,0,2796529304/5103,+,q_d^6*q_{d-1}
6,1,1,196428978911/76545,+,Y*q_d^6*q_{d-1}
6,1,2,-4523908583851/437400,-,Y^2*q_d^6*q_{d-1}
6,1,3,-21549840296407/1049760,-,Y^3*q_d^6*q_{d-1}
6,1,4,1482236335759537/12597120,+,Y^4*q_d^6*q_{d-1}
6,1,5,-73085978897701/3149280,-,Y^5*q_d^6*q_{d-1}
6,1,6,-46014183354264089749/81629337600,-,Y^6*q_d^6*q_{d-1}
6,1,7,104379105059439933989/122444006400,+,Y^7*q_d^6*q_{d-1}
6,1,8,419450694338631917189/783641640960,+,Y^8*q_d^6*q_{d-1}
6,1,9,-323383182315095699723/130606940160,-,Y^9*q_d^6*q_{d-1}
6,1,10,473046781154204394473/261213880320,+,Y^10*q_d^6*q_{d-1}
6,1,11,3891095028049555725059/3482851737600,+,Y^11*q_d^6*q_{d-1}
6,1,12,-98772300430699304925971/41794220851200,-,Y^12*q_d^6*q_{d-1}
6,1,13,24618900757158223848521/25076532510720,+,Y^13*q_d^6*q_{d-1}
6,1,14,3847173075771936367513/12538266255360,+,Y^14*q_d^6*q_{d-1}
6,1,15,-1259962223298676990939/3918208204800,-,Y^15*q_d^6*q_{d-1}
6,1,16,84402798187601865354103/2006122600857600,+,Y^16*q_d^6*q_{d-1}
6,1,17,11377279361428081070389/1003061300428800,+,Y^17*q_d^6*q_{d-1}
6,1,18,65176316310416339/743008370688,+,Y^18*q_d^6*q_{d-1}
7,1,-2,431104/315,+,Y^-2*q_d^7*q_{d-1}
7,1,-1,130657984/8505,+,Y^-1*q_d^7*q_{d-1}
7,1,0,-114643664/2835,-,q_d^7*q_{d-1}
7,1,1,-13606120748/25515,-,Y*q_d^7*q_{d-1}
7,1,2,3300803057/2430,+,Y^2*q_d^7*q_{d-1}
7,1,3,1792712741191/291600,+,Y^3*q_d^7*q_{d-1}
7,1,4,-491183279994787/20995200,-,Y^4*q_d^7*q_{d-1}
7,1,5,-392130579494423/31492800,-,Y^5*q_d^7*q_{d-1}
7,1,6,15351432385646771/100776960,+,Y^6*q_d^7*q_{d-1}
7,1,7,-1738648815629296381/10883911680,-,Y^7*q_d^7*q_{d-1}
7,1,8,-1086431892101902304383/3918208204800,-,Y^8*q_d^7*q_{d-1}
7,1,9,11464512645476726191/16124313600,+,Y^9*q_d^7*q_{d-1}
7,1,10,-1500784314036944364331/5224277606400,-,Y^10*q_d^7*q_{d-1}
7,1,11,-1289435694104553085157/2089711042560,-,Y^11*q_d^7*q_{d-1}
7,1,12,3521483440378032688643/4643802316800,+,Y^12*q_d^7*q_{d-1}
7,1,13,-742147112217859740917/5224277606400,-,Y^13*q_d^7*q_{d-1}
7,1,14,-13996028214911885936731/62691331276800,-,Y^14*q_d^7*q_{d-1}
7,1,15,4110028303099139958173/33435376680960,+,Y^15*q_d^7*q_{d-1}
7,1,16,-495608613747124970113/401224520171520,-,Y^16*q_d^7*q_{d-1}
7,1,17,-763745024171261026699/100306130042880,-,Y^17*q_d^7*q_{d-1}
7,1,18,-2129476273937956097/11145125560320,-,Y^18*q_d^7*q_{d-1}
7,1,19,-218322577674859/1857520926720,-,Y^19*q_d^7*q_{d-1}
8,1,-1,-47104/45,-,Y^-1*q_d^8*q_{d-1}
8,1,0,-558848/405,-,q_d^8*q_{d-1}
8,1,1,325432/5,+,Y*q_d^8*q_{d-1}
8,1,2,-272626784/3645,-,Y^2*q_d^8*q_{d-1}
8,1,3,-26237509627/21870,-,Y^3*q_d^8*q_{d-1}
8,1,4,14126061479/4374,+,Y^4*q_d^8*q_{d-1}
8,1,5,25211122719469/4199040,+,Y^5*q_d^8*q_{d-1}
8,1,6,-31355473388089/984150,-,Y^6*q_d^8*q_{d-1}
8,1,7,531327819688037/31492800,+,Y^7*q_d^8*q_{d-1}
8,1,8,128362538138382583/1360488960,+,Y^8*q_d^8*q_{d-1}
8,1,9,-8440697195877772811/52242776064,-,Y^9*q_d^8*q_{d-1}
8,1,10,-1827649444940426071/261213880320,-,Y^10*q_d^8*q_{d-1}
8,1,11,1225445037464409589909/5224277606400,+,Y^11*q_d^8*q_{d-1}
8,1,12,-3930031191477604910249/20897110425600,-,Y^12*q_d^8*q_{d-1}
8,1,13,-28244360315980277231/928760463360,-,Y^13*q_d^8*q_{d-1}
8,1,14,8546992334433203684201/83588441702400,+,Y^14*q_d^8*q_{d-1}
8,1,15,-3379255407828458744047/100306130042880,-,Y^15*q_d^8*q_{d-1}
8,1,16,-3790580527526924967241/501530650214400,-,Y^16*q_d^8*q_{d-1}
8,1,17,427425723774729196811/111451255603200,+,Y^17*q_d^8*q_{d-1}
8,1,18,1674954029195718313/6687075336192,+,Y^18*q_d^8*q_{d-1}
8,1,19,4298155535219707/5572562780160,+,Y^19*q_d^8*q_{d-1}
9,1,0,1024/3,+,q_d^9*q_{d-1}
9,1,1,-10688/3,-,Y*q_d^9*q_{d-1}
9,1,2,-690592/135,-,Y^2*q_d^9*q_{d-1}
9,1,3,523066676/3645,+,Y^3*q_d^9*q_{d-1}
9,1,4,-1139009315/4374,-,Y^4*q_d^9*q_{d-1}
9,1,5,-2412325797599/1749600,-,Y^5*q_d^9*q_{d-1}
9,1,6,50834612257157/10497600,+,Y^6*q_d^9*q_{d-1}
9,1,7,240817630750079/251942400,+,Y^7*q_d^9*q_{d-1}
9,1,8,-7434566265551903/322486272,-,Y^8*q_d^9*q_{d-1}
9,1,9,2304912097138012937/87071293440,+,Y^9*q_d^9*q_{d-1}
9,1,10,239934432610694971387/10448555212800,+,Y^10*q_d^9*q_{d-1}
9,1,11,-1388326831509760596787/20897110425600,-,Y^11*q_d^9*q_{d-1}
9,1,12,318601685389403863727/10448555212800,+,Y^12*q_d^9*q_{d-1}
9,1,13,51857584161945166325/1671768834048,+,Y^13*q_d^9*q_{d-1}
9,1,14,-5703510288397079283937/167176883404800,-,Y^14*q_d^9*q_{d-1}
9,1,15,491236275483068305967/111451255603200,+,Y^15*q_d^9*q_{d-1}
9,1,16,5591674187822656793447/1003061300428800,+,Y^16*q_d^9*q_{d-1}
9,1,17,-696583153098956145491/501530650214400,-,Y^17*q_d^9*q_{d-1}
9,1,18,-2513633703547430107/11145125560320,-,Y^18*q_d^9*q_{d-1}
9,1,19,-4172740802146049/1857520926720,-,Y^19*q_d^9*q_{d-1}
9,1,20,-250555545863/371504185344,-,Y^20*q_d^9*q_{d-1}
10,1,2,6784/9,+,Y^2*q_d^10*q_{d-1}
10,1,3,-79208/9,-,Y^3*q_d^10*q_{d-1}
10,1,4,57112/9,+,Y^4*q_d^10*q_{d-1}
10,1,5,4048516909/21870,+,Y^5*q_d^10*q_{d-1}
10,1,6,-425540814703/874800,-,Y^6*q_d^10*q_{d-1}
10,1,7,-93732847721207/125971200,-,Y^7*q_d^10*q_{d-1}
10,1,8,151145091895751/37791360,+,Y^8*q_d^10*q_{d-1}
10,1,9,-2909171157732833/1209323520,-,Y^9*q_d^10*q_{d-1}
10,1,10,-887085290759501029/104485552128,-,Y^10*q_d^10*q_{d-1}
10,1,11,428658872239691115139/31345665638400,+,Y^11*q_d^10*q_{d-1}
10,1,12,-2310591526522792247/4643802316800,-,Y^12*q_d^10*q_{d-1}
10,1,13,-63493008049670302159/5015306502144,-,Y^13*q_d^10*q_{d-1}
10,1,14,248986327260868211/30958682112,+,Y^14*q_d^10*q_{d-1}
10,1,15,9995291804575578193/6965703475200,+,Y^15*q_d^10*q_{d-1}
10,1,16,-184690981845362502853/74300837068800,-,Y^16*q_d^10*q_{d-1}
10,1,17,282246154589422360099/1003061300428800,+,Y^17*q_d^10*q_{d-1}
10,1,18,827510847874409699/5572562780160,+,Y^18*q_d^10*q_{d-1}
10,1,19,1073549864456965/278628139008,+,Y^19*q_d^10*q_{d-1}
10,1,20,1984388624225/371504185344,+,Y^20*q_d^10*q_{d-1}
11,1,3,448/3,+,Y^3*q_d^11*q_{d-1}
11,1,4,1232/3,+,Y^4*q_d^11*q_{d-1}
11,1,5,-1096060/81,-,Y^5*q_d^11*q_{d-1}
11,1,6,197006089/7290,+,Y^6*q_d^11*q_{d-1}
11,1,7,79491546197/583200,+,Y^7*q_d^11*q_{d-1}
11,1,8,-5861253257741/12597120,-,Y^8*q_d^11*q_{d-1}
11,1,9,-23095573403371/302330880,-,Y^9*q_d^11*q_{d-1}
11,1,10,1775314815106805/967458816,+,Y^10*q_d^11*q_{d-1}
11,1,11,-1924116712088969461/1044855521280,-,Y^11*q_d^11*q_{d-1}
11,1,12,-181052926346817061159/125382662553600,-,Y^12*q_d^11*q_{d-1}
11,1,13,5235221472231854873/1567283281920,+,Y^13*q_d^11*q_{d-1}
11,1,14,-52540819024163104411/50153065021440,-,Y^14*q_d^11*q_{d-1}
11,1,15,-29342734838457311957/25076532510720,-,Y^15*q_d^11*q_{d-1}
11,1,16,304100354125236959773/401224520171520,+,Y^16*q_d^11*q_{d-1}
11,1,17,2123077433257415159/55725627801600,+,Y^17*q_d^11*q_{d-1}
11,1,18,-605333057173820633/8358844170240,-,Y^18*q_d^11*q_{d-1}
11,1,19,-2429896405923287/557256278016,-,Y^19*q_d^11*q_{d-1}
11,1,20,-387838516877/20639121408,-,Y^20*q_d^11*q_{d-1}
11,1,21,-282475249/123834728448,-,Y^21*q_d^11*q_{d-1}
12,1,5,392,+,Y^5*q_d^12*q_{d-1}
12,1,6,-13720/27,-,Y^6*q_d^12*q_{d-1}
12,1,7,-1989743/162,-,Y^7*q_d^12*q_{d-1}
12,1,8,936066061/29160,+,Y^8*q_d^12*q_{d-1}
12,1,9,1391483882299/25194240,+,Y^9*q_d^12*q_{d-1}
12,1,10,-37898778868643/151165440,-,Y^10*q_d^12*q_{d-1}
12,1,11,129508063775153/1209323520,+,Y^11*q_d^12*q_{d-1}
12,1,12,123349489166957179/261213880320,+,Y^12*q_d^12*q_{d-1}
12,1,13,-72177490843940715541/125382662553600,-,Y^13*q_d^12*q_{d-1}
12,1,14,-17327942124837161573/250765325107200,-,Y^14*q_d^12*q_{d-1}
12,1,15,207933791325073222829/501530650214400,+,Y^15*q_d^12*q_{d-1}
12,1,16,-5724541149310634273/40122452017152,-,Y^16*q_d^12*q_{d-1}
12,1,17,-2386308259523561611/40122452017152,-,Y^17*q_d^12*q_{d-1}
12,1,18,93954132940791403/3715041853440,+,Y^18*q_d^12*q_{d-1}
12,1,19,237546471099161/68797071360,+,Y^19*q_d^12*q_{d-1}
12,1,20,44348614093/1146617856,+,Y^20*q_d^12*q_{d-1}
12,1,21,282475249/13759414272,+,Y^21*q_d^12*q_{d-1}
13,1,7,1372/3,+,Y^7*q_d^13*q_{d-1}
13,1,8,-156065/162,-,Y^8*q_d^13*q_{d-1}
13,1,9,-265312901/38880,-,Y^9*q_d^13*q_{d-1}
13,1,10,3509116037/174960,+,Y^10*q_d^13*q_{d-1}
13,1,11,3153564479191/302330880,+,Y^11*q_d^13*q_{d-1}
13,1,12,-386628740013593/4837294080,-,Y^12*q_d^13*q_{d-1}
13,1,13,113268550173830107/2089711042560,+,Y^13*q_d^13*q_{d-1}
13,1,14,424210435077959509/6269133127680,+,Y^14*q_d^13*q_{d-1}
13,1,15,-300523684719445033/3343537668096,-,Y^15*q_d^13*q_{d-1}
13,1,16,716369663186817521/125382662553600,+,Y^16*q_d^13*q_{d-1}
13,1,17,6664424762781637957/250765325107200,+,Y^17*q_d^13*q_{d-1}
13,1,18,-4080220726884113/743008370688,-,Y^18*q_d^13*q_{d-1}
13,1,19,-2738708632535071/1393140695040,-,Y^19*q_d^13*q_{d-1}
13,1,20,-1065779114477/20639121408,-,Y^20*q_d^13*q_{d-1}
13,1,21,-282475249/3439853568,-,Y^21*q_d^13*q_{d-1}
14,1,9,16807/54,+,Y^9*q_d^14*q_{d-1}
14,1,10,-924385/1296,-,Y^10*q_d^14*q_{d-1}
14,1,11,-1339971689/559872,-,Y^11*q_d^14*q_{d-1}
14,1,12,188108364241/25194240,+,Y^12*q_d^14*q_{d-1}
14,1,13,-79079607313/806215680,-,Y^13*q_d^14*q_{d-1}
14,1,14,-3192960705621029/208971104256,-,Y^14*q_d^14*q_{d-1}
14,1,15,2785855893445396933/250765325107200,+,Y^15*q_d^14*q_{d-1}
14,1,16,1382659415835921671/250765325107200,+,Y^16*q_d^14*q_{d-1}
14,1,17,-778969414088320357/111451255603200,-,Y^17*q_d^14*q_{d-1}
14,1,18,7470845206794361/33435376680960,+,Y^18*q_d^14*q_{d-1}
14,1,19,4471462574738677/5572562780160,+,Y^19*q_d^14*q_{d-1}
14,1,20,322304259109/6879707136,+,Y^20*q_d^14*q_{d-1}
14,1,21,1977326743/10319560704,+,Y^21*q_d^14*q_{d-1}
15,1,11,117649/864,+,Y^11*q_d^15*q_{d-1}
15,1,12,-28353409/93312,-,Y^12*q_d^15*q_{d-1}
15,1,13,-1200843343/2239488,-,Y^13*q_d^15*q_{d-1}
15,1,14,551203094701/322486272,+,Y^14*q_d^15*q_{d-1}
15,1,15,-808898172095419/2089711042560,-,Y^15*q_d^15*q_{d-1}
15,1,16,-217357699804334299/125382662553600,-,Y^16*q_d^15*q_{d-1}
15,1,17,266191972046010367/250765325107200,+,Y^17*q_d^15*q_{d-1}
15,1,18,3437936426544487/11145125560320,+,Y^18*q_d^15*q_{d-1}
15,1,19,-83520546419219/371504185344,-,Y^19*q_d^15*q_{d-1}
15,1,20,-227392575445/7739670528,-,Y^20*q_d^15*q_{d-1}
15,1,21,-1977326743/6879707136,-,Y^21*q_d^15*q_{d-1}
16,1,13,823543/20736,+,Y^13*q_d^16*q_{d-1}
16,1,14,-89766187/1119744,-,Y^14*q_d^16*q_{d-1}
16,1,15,-1033546465/13436928,-,Y^15*q_d^16*q_{d-1}
16,1,16,13714100043623/58047528960,+,Y^16*q_d^16*q_{d-1}
16,1,17,-14248865861583997/250765325107200,-,Y^17*q_d^16*q_{d-1}
16,1,18,-629026937243803/5572562780160,-,Y^18*q_d^16*q_{d-1}
16,1,19,10559691526153/278628139008,+,Y^19*q_d^16*q_{d-1}
16,1,20,391793170363/30958682112,+,Y^20*q_d^16*q_{d-1}
16,1,21,1977326743/6879707136,+,Y^21*q_d^16*q_{d-1}
17,1,15,5764801/746496,+,Y^15*q_d^17*q_{d-1}
17,1,16,-465301795/35831808,-,Y^16*q_d^17*q_{d-1}
17,1,17,-336283077991/46438023168,-,Y^17*q_d^17*q_{d-1}
17,1,18,76155187951633/4179422085120,+,Y^18*q_d^17*q_{d-1}
17,1,19,-3657322344823/1857520926720,-,Y^19*q_d^17*q_{d-1}
17,1,20,-148864456223/41278242816,-,Y^20*q_d^17*q_{d-1}
17,1,21,-1977326743/10319560704,-,Y^21*q_d^17*q_{d-1}
18,1,17,5764801/5971968,+,Y^17*q_d^18*q_{d-1}
18,1,18,-9194857595/7739670528,-,Y^18*q_d^18*q_{d-1}
18,1,19,-299637061577/619173642240,-,Y^19*q_d^18*q_{d-1}
18,1,20,228522476441/371504185344,+,Y^20*q_d^18*q_{d-1}
18,1,21,282475249/3439853568,+,Y^21*q_d^18*q_{d-1}
19,1,19,40353607/573308928,+,Y^19*q_d^19*q_{d-1}
19,1,20,-8756732719/185752092672,-,Y^20*q_d^19*q_{d-1}
19,1,21,-282475249/13759414272,-,Y^21*q_d^19*q_{d-1}
20,1,21,282475249/123834728448,+,Y^21*q_d^20*q_{d-1}
2,2,-6,-126464/14175,-,Y^-6*q_d^2*q_{d-1}^2
2,2,-5,-831872/1701,-,Y^-5*q_d^2*q_{d-1}^2
2,2,-4,-1941248/189,-,Y^-4*q_d^2*q_{d-1}^2
2,2,-3,-358557176/3645,-,Y^-3*q_d^2*q_{d-1}^2
2,2,-2,-24746546336/76545,-,Y^-2*q_d^2*q_{d-1}^2
2,2,-1,147251948597/127575,+,Y^-1*q_d^2*q_{d-1}^2
2,2,0,1572193514749/196830,+,q_d^2*q_{d-1}^2
2,2,1,-450535295899237/33067440,-,Y*q_d^2*q_{d-1}^2
2,2,2,-1279791586936331/12597120,-,Y^2*q_d^2*q_{d-1}^2
2,2,3,3838558562492079391/20407334400,+,Y^3*q_d^2*q_{d-1}^2
2,2,4,40587205600805919379/61222003200,+,Y^4*q_d^2*q_{d-1}^2
2,2,5,-38361777675994824451/21767823360,-,Y^5*q_d^2*q_{d-1}^2
2,2,6,-101360076957571624165/78364164096,-,Y^6*q_d^2*q_{d-1}^2
2,2,7,1098877805261581710079/145118822400,+,Y^7*q_d^2*q_{d-1}^2
2,2,8,-34508658621435308349929/7836416409600,-,Y^8*q_d^2*q_{d-1}^2
2,2,9,-1838474248198071674951/174142586880,-,Y^9*q_d^2*q_{d-1}^2
2,2,10,1848464347047566852021/116095057920,+,Y^10*q_d^2*q_{d-1}^2
2,2,11,-280058438929623258641/139314069504,-,Y^11*q_d^2*q_{d-1}^2
2,2,12,-70838491776040668460597/6965703475200,-,Y^12*q_d^2*q_{d-1}^2
2,2,13,872532660837708807013/123834728448,+,Y^13*q_d^2*q_{d-1}^2
2,2,14,-1474258409361420185909/11145125560320,-,Y^14*q_d^2*q_{d-1}^2
2,2,15,-1881746586576020625517/1486016741376,-,Y^15*q_d^2*q_{d-1}^2
2,2,16,284752064593023196771/990677827584,+,Y^16*q_d^2*q_{d-1}^2
2,2,17,325604417443067/14171760,+,Y^17*q_d^2*q_{d-1}^2
3,2,-5,252928/4725,+,Y^-5*q_d^3*q_{d-1}^2
3,2,-4,106838656/42525,+,Y^-4*q_d^3*q_{d-1}^2
3,2,-3,578723216/14175,+,Y^-3*q_d^3*q_{d-1}^2
3,2,-2,2060916652/8505,+,Y^-2*q_d^3*q_{d-1}^2
3,2,-1,-13029308882/76545,-,Y^-1*q_d^3*q_{d-1}^2
3,2,0,-102239422441/18225,-,q_d^3*q_{d-1}^2
3,2,1,2001126692101/3061800,+,Y*q_d^3*q_{d-1}^2
3,2,2,3701685177968897/47239200,+,Y^2*q_d^3*q_{d-1}^2
3,2,3,-91740272321621/1259712,-,Y^3*q_d^3*q_{d-1}^2
3,2,4,-4111707847010212757/6802444800,-,Y^4*q_d^3*q_{d-1}^2
3,2,5,120626085035974819579/97955205120,+,Y^5*q_d^3*q_{d-1}^2
3,2,6,1004621537878263069553/653034700800,+,Y^6*q_d^3*q_{d-1}^2
3,2,7,-26488689493077954827939/3918208204800,-,Y^7*q_d^3*q_{d-1}^2
3,2,8,6032681197368848474461/1567283281920,+,Y^8*q_d^3*q_{d-1}^2
3,2,9,52845935840908684535591/5224277606400,+,Y^9*q_d^3*q_{d-1}^2
3,2,10,-87590234900819919439973/5224277606400,-,Y^10*q_d^3*q_{d-1}^2
3,2,11,15682952675118219840403/3482851737600,+,Y^11*q_d^3*q_{d-1}^2
3,2,12,1464389804969662984169/154793410560,+,Y^12*q_d^3*q_{d-1}^2
3,2,13,-31402918972338002525387/3482851737600,-,Y^13*q_d^3*q_{d-1}^2
3,2,14,108656420035093520339323/55725627801600,+,Y^14*q_d^3*q_{d-1}^2
3,2,15,103194356536798085508509/111451255603200,+,Y^15*q_d^3*q_{d-1}^2
3,2,16,-4184587588234033158619/8916100448256,-,Y^16*q_d^3*q_{d-1}^2
3,2,17,6324506193221034098903/148601674137600,+,Y^17*q_d^3*q_{d-1}^2
4,2,-4,-1375744/4725,-,Y^-4*q_d^4*q_{d-1}^2
4,2,-3,-384910208/42525,-,Y^-3*q_d^4*q_{d-1}^2
4,2,-2,-1199121772/14175,-,Y^-2*q_d^4*q_{d-1}^2
4,2,-1,-8452478/105,-,Y^-1*q_d^4*q_{d-1}^2
4,2,0,154108002718/76545,+,q_d^4*q_{d-1}^2
4,2,1,239496431791/127575,+,Y*q_d^4*q_{d-1}^2
4,2,2,-133385986128569/4082400,-,Y^2*q_d^4*q_{d-1}^2
4,2,3,1313810801143147/94478400,+,Y^3*q_d^4*q_{d-1}^2
4,2,4,7318373035895923/25194240,+,Y^4*q_d^4*q_{d-1}^2
4,2,5,-1786338441076338797/3401222400,-,Y^5*q_d^4*q_{d-1}^2
4,2,6,-1638481456286934533557/1959104102400,-,Y^6*q_d^4*q_{d-1}^2
4,2,7,4508175113699001233123/1306069401600,+,Y^7*q_d^4*q_{d-1}^2
4,2,8,-17237571745325463912667/7836416409600,-,Y^8*q_d^4*q_{d-1}^2
4,2,9,-16577086235019580548323/3134566563840,-,Y^9*q_d^4*q_{d-1}^2
4,2,10,53434160466002088713477/5224277606400,+,Y^10*q_d^4*q_{d-1}^2
4,2,11,-45988552388656247569223/10448555212800,-,Y^11*q_d^4*q_{d-1}^2
4,2,12,-6922129952581394021033/1393140695040,-,Y^12*q_d^4*q_{d-1}^2
4,2,13,282063823959652318661861/41794220851200,+,Y^13*q_d^4*q_{d-1}^2
4,2,14,-423628651406443256833507/167176883404800,-,Y^14*q_d^4*q_{d-1}^2
4,2,15,-36927746044621012436639/111451255603200,-,Y^15*q_d^4*q_{d-1}^2
4,2,16,105105933052203829936813/222902511206400,+,Y^16*q_d^4*q_{d-1}^2
4,2,17,-39526991933500177579823/445805022412800,-,Y^17*q_d^4*q_{d-1}^2
4,2,18,-24051956466676839533/13931406950400,-,Y^18*q_d^4*q_{d-1}^2
5,2,-3,11450368/14175,+,Y^-3*q_d^5*q_{d-1}^2
5,2,-2,689698432/42525,+,Y^-2*q_d^5*q_{d-1}^2
5,2,-1,53010784/945,+,Y^-1*q_d^5*q_{d-1}^2
5,2,0,-11364122422/25515,-,q_d^5*q_{d-1}^2
5,2,1,-18807230264/15309,-,Y*q_d^5*q_{d-1}^2
5,2,2,4971622334059/510300,+,Y^2*q_d^5*q_{d-1}^2
5,2,3,4065557956073/1312200,+,Y^3*q_d^5*q_{d-1}^2
5,2,4,-172289833415203/1574640,-,Y^4*q_d^5*q_{d-1}^2
5,2,5,488295766600819/3149280,+,Y^5*q_d^5*q_{d-1}^2
5,2,6,16800694059008090651/40814668800,+,Y^6*q_d^5*q_{d-1}^2
5,2,7,-83590792548220259417/61222003200,-,Y^7*q_d^5*q_{d-1}^2
5,2,8,6283508741494802053/9674588160,+,Y^8*q_d^5*q_{d-1}^2
5,2,9,339627119823718252591/130606940160,+,Y^9*q_d^5*q_{d-1}^2
5,2,10,-40138275909396847661/8707129344,-,Y^10*q_d^5*q_{d-1}^2
5,2,11,6039728583831701481773/3482851737600,+,Y^11*q_d^5*q_{d-1}^2
5,2,12,29632040207296807742491/10448555212800,+,Y^12*q_d^5*q_{d-1}^2
5,2,13,-231036406939217105919931/62691331276800,-,Y^13*q_d^5*q_{d-1}^2
5,2,14,22456764877399526347457/16717688340480,+,Y^14*q_d^5*q_{d-1}^2
5,2,15,157597212309105318667519/501530650214400,+,Y^15*q_d^5*q_{d-1}^2
5,2,16,-23618907761878185096277/66870753361920,-,Y^16*q_d^5*q_{d-1}^2
5,2,17,63420918333731463736903/1003061300428800,+,Y^17*q_d^5*q_{d-1}^2
5,2,18,1980015851059402294313/445805022412800,+,Y^18*q_d^5*q_{d-1}^2
6,2,-2,-6190592/4725,-,Y^-2*q_d^6*q_{d-1}^2
6,2,-1,-111708544/8505,-,Y^-1*q_d^6*q_{d-1}^2
6,2,0,131057722/2835,+,q_d^6*q_{d-1}^2
6,2,1,3264572032/8505,+,Y*q_d^6*q_{d-1}^2
6,2,2,-288413278691/153090,-,Y^2*q_d^6*q_{d-1}^2
6,2,3,-313845706337/97200,-,Y^3*q_d^6*q_{d-1}^2
6,2,4,5366449801547/174960,+,Y^4*q_d^6*q_{d-1}^2
6,2,5,-656291422638859/25194240,-,Y^5*q_d^6*q_{d-1}^2
6,2,6,-520405678746637/3149280,-,Y^6*q_d^6*q_{d-1}^2
6,2,7,22282107145585829519/54419558400,+,Y^7*q_d^6*q_{d-1}^2
6,2,8,-81188056775052513779/3918208204800,-,Y^8*q_d^6*q_{d-1}^2
6,2,9,-585336137296064260717/522427760640,-,Y^9*q_d^6*q_{d-1}^2
6,2,10,805263720670984190929/522427760640,+,Y^10*q_d^6*q_{d-1}^2
6,2,11,-305663443106912814089/2089711042560,-,Y^11*q_d^6*q_{d-1}^2
6,2,12,-7995546442081677311489/5224277606400,-,Y^12*q_d^6*q_{d-1}^2
6,2,13,124722277424484685107659/83588441702400,+,Y^13*q_d^6*q_{d-1}^2
6,2,14,-32151549529559419543213/100306130042880,-,Y^14*q_d^6*q_{d-1}^2
6,2,15,-20507604241935218558717/66870753361920,-,Y^15*q_d^6*q_{d-1}^2
6,2,16,390770421192099104796283/2006122600857600,+,Y^16*q_d^6*q_{d-1}^2
6,2,17,-21782430357823103146423/1003061300428800,-,Y^17*q_d^6*q_{d-1}^2
6,2,18,-7484053987581293953159/1337415067238400,-,Y^18*q_d^6*q_{d-1}^2
6,2,19,-1735600848823849/92876046336,-,Y^19*q_d^6*q_{d-1}^2
7,2,-1,361472/315,+,Y^-1*q_d^7*q_{d-1}^2
7,2,0,5316992/8505,+,q_d^7*q_{d-1}^2
7,2,1,-19613308/315,-,Y*q_d^7*q_{d-1}^2
7,2,2,347246966/1701,+,Y^2*q_d^7*q_{d-1}^2
7,2,3,11438375549/10935,+,Y^3*q_d^7*q_{d-1}^2
7,2,4,-294301408993/48600,-,Y^4*q_d^7*q_{d-1}^2
7,2,5,628187528117/1399680,+,Y^5*q_d^7*q_{d-1}^2
7,2,6,2467887141703249/50388480,+,Y^6*q_d^7*q_{d-1}^2
7,2,7,-502141001637103/5598720,-,Y^7*q_d^7*q_{d-1}^2
7,2,8,-76421631585436519/1209323520,-,Y^8*q_d^7*q_{d-1}^2
7,2,9,1483425171927393076549/3918208204800,+,Y^9*q_d^7*q_{d-1}^2
7,2,10,-1605303343274104421/4299816960,-,Y^10*q_d^7*q_{d-1}^2
7,2,11,-376887916893024782327/2089711042560,-,Y^11*q_d^7*q_{d-1}^2
7,2,12,1351189572656002176881/2089711042560,+,Y^12*q_d^7*q_{d-1}^2
7,2,13,-18464973443529054943501/41794220851200,-,Y^13*q_d^7*q_{d-1}^2
