qd_power,qdm1_power,Y_power,coefficient,sign,monomial
2,0,7,23762129384755376852369/653034700800,+,Y^7*q_d^2
2,0,8,-340381177864089172687/145118822400,-,Y^8*q_d^2
2,0,9,-7528979257658146054909/174142586880,-,Y^9*q_d^2
2,0,10,40312793663451211896557/1160950579200,+,Y^10*q_d^2
2,0,11,1030653390589579752905/278628139008,+,Y^11*q_d^2
2,0,12,-44764884512162021658143/2786281390080,-,Y^12*q_d^2
2,0,13,10921743846367875637711/1857520926720,+,Y^13*q_d^2
2,0,14,61483599533188840301/123834728448,+,Y^14*q_d^2
2,0,15,-840253977288159413189/1857520926720,-,Y^15*q_d^2
2,0,16,-37202151021716681/20639121408,-,Y^16*q_d^2
3,0,-7,8192/14175,+,Y^-7*q_d^3
3,0,-6,489728/6075,+,Y^-6*q_d^3
3,0,-5,22604608/6075,+,Y^-5*q_d^3
3,0,-4,10368442144/127575,+,Y^-4*q_d^3
3,0,-3,68837965088/76545,+,Y^-3*q_d^3
3,0,-2,233891940686/54675,+,Y^-2*q_d^3
3,0,-1,-20550595072799/6889050,-,Y^-1*q_d^3
3,0,0,-1832167571184947/20667150,-,q_d^3
3,0,1,-1540789911327179/23619600,-,Y*q_d^3
3,0,2,9396817861497223801/10203667200,+,Y^2*q_d^3
3,0,3,6070285006729206731/24488801280,+,Y^3*q_d^3
3,0,4,-1391197536016038433967/244888012800,-,Y^4*q_d^3
3,0,5,372623196678877071617/97955205120,+,Y^5*q_d^3
3,0,6,1672729704616165875107/108839116800,+,Y^6*q_d^3
3,0,7,-47911473844719951848927/1959104102400,-,Y^7*q_d^3
3,0,8,-6420176252484607353971/1306069401600,-,Y^8*q_d^3
3,0,9,23875784300366643948769/653034700800,+,Y^9*q_d^3
3,0,10,-10487829330433214345507/435356467200,-,Y^10*q_d^3
3,0,11,-25415129998083510003067/3482851737600,-,Y^11*q_d^3
3,0,12,33540055471223768806283/2321901158400,+,Y^12*q_d^3
3,0,13,-61495087968494337214813/13931406950400,-,Y^13*q_d^3
3,0,14,-4388822778924706853269/5572562780160,-,Y^14*q_d^3
3,0,15,24435685321732614907999/55725627801600,+,Y^15*q_d^3
3,0,16,49350411264879972149/7430083706880,+,Y^16*q_d^3
4,0,-6,-51712/4725,-,Y^-6*q_d^4
4,0,-5,-6486784/8505,-,Y^-5*q_d^4
4,0,-4,-880601104/42525,-,Y^-4*q_d^4
4,0,-3,-2282443976/8505,-,Y^-3*q_d^4
4,0,-2,-23151967780/15309,-,Y^-2*q_d^4
4,0,-1,-37044959086/382725,-,Y^-1*q_d^4
4,0,0,56259169109779/1837080,+,q_d^4
4,0,1,980460348577417/23619600,+,Y*q_d^4
4,0,2,-4180194069472289/12597120,-,Y^2*q_d^4
4,0,3,-888623353524039101/3401222400,-,Y^3*q_d^4
4,0,4,1114418132301848153099/489776025600,+,Y^4*q_d^4
4,0,5,-707344722615480371833/979552051200,-,Y^5*q_d^4
4,0,6,-14452435186114594569917/1959104102400,-,Y^6*q_d^4
4,0,7,7200085269254520389257/783641640960,+,Y^7*q_d^4
4,0,8,7145103207140786985469/1306069401600,+,Y^8*q_d^4
4,0,9,-71616497063053106099/4031078400,-,Y^9*q_d^4
4,0,10,22924868897284455716123/2612138803200,+,Y^10*q_d^4
4,0,11,24200564971885061165791/3918208204800,+,Y^11*q_d^4
4,0,12,-953336728997650878092387/125382662553600,-,Y^12*q_d^4
4,0,13,139016564010779719532359/83588441702400,+,Y^13*q_d^4
4,0,14,13199728242198717191399/18575209267200,+,Y^14*q_d^4
4,0,15,-86290969801835449732739/334353766809600,-,Y^15*q_d^4
4,0,16,-1207688416246182550981/111451255603200,-,Y^16*q_d^4
4,0,17,-109819314929975/15479341056,-,Y^17*q_d^4
5,0,-5,816128/14175,+,Y^-5*q_d^5
5,0,-4,127570816/42525,+,Y^-4*q_d^5
5,0,-3,157385248/2835,+,Y^-3*q_d^5
5,0,-2,2091610760/5103,+,Y^-2*q_d^5
5,0,-1,851027956/2187,+,Y^-1*q_d^5
5,0,0,-704525210911/85050,-,q_d^5
5,0,1,-11178971134213/656100,-,Y*q_d^5
5,0,2,98293005242089/1049760,+,Y^2*q_d^5
5,0,3,2337223405656947/18895680,+,Y^3*q_d^5
5,0,4,-1766939024995988519/2550916800,-,Y^4*q_d^5
5,0,5,-7001549072733428657/244888012800,-,Y^5*q_d^5
5,0,6,3504222582738890159/1360488960,+,Y^6*q_d^5
5,0,7,-313803159602074665431/130606940160,-,Y^7*q_d^5
5,0,8,-774611291216851691093/261213880320,-,Y^8*q_d^5
5,0,9,223873615086755035463/36279705600,+,Y^9*q_d^5
5,0,10,-1240699877693689870943/696570347520,-,Y^10*q_d^5
5,0,11,-207977200722132909306883/62691331276800,-,Y^11*q_d^5
5,0,12,11751909669664558324609/4179422085120,+,Y^12*q_d^5
5,0,13,-30567302530815558547109/125382662553600,-,Y^13*q_d^5
5,0,14,-218491669162412223149831/501530650214400,-,Y^14*q_d^5
5,0,15,105493149508497546724663/1003061300428800,+,Y^15*q_d^5
5,0,16,3684687750355385528573/334353766809600,+,Y^16*q_d^5
5,0,17,5002865827924153/123834728448,+,Y^17*q_d^5
6,0,-4,-2712064/14175,-,Y^-4*q_d^6
6,0,-3,-58738688/8505,-,Y^-3*q_d^6
6,0,-2,-132598376/1701,-,Y^-2*q_d^6
6,0,-1,-672346064/3645,-,Y^-1*q_d^6
6,0,0,253475033969/153090,+,q_d^6
6,0,1,1224519179887/218700,+,Y*q_d^6
6,0,2,-109251343753481/5248800,-,Y^2*q_d^6
6,0,3,-1446769825420879/31492800,-,Y^3*q_d^6
6,0,4,979216826983493/5598720,+,Y^4*q_d^6
6,0,5,734709157093086557/8162933760,+,Y^5*q_d^6
6,0,6,-369120877130235217697/489776025600,-,Y^6*q_d^6
6,0,7,881234119316053429913/1959104102400,+,Y^7*q_d^6
6,0,8,1553137878641775344873/1306069401600,+,Y^8*q_d^6
6,0,9,-30053718587063166421/17414258688,-,Y^9*q_d^6
6,0,10,30540206878658909137/2089711042560,+,Y^10*q_d^6
6,0,11,9436858562488301118013/6965703475200,+,Y^11*q_d^6
6,0,12,-19806027559085070861719/25076532510720,-,Y^12*q_d^6
6,0,13,-5478360470471203029323/50153065021440,-,Y^13*q_d^6
6,0,14,50542562486586955666189/250765325107200,+,Y^14*q_d^6
6,0,15,-34972362086925685121/1238347284480,-,Y^15*q_d^6
6,0,16,-8211265604441599346297/1003061300428800,-,Y^16*q_d^6
6,0,17,-2376892461960877/23219011584,-,Y^17*q_d^6
6,0,18,-2137490209183/61917364224,-,Y^18*q_d^6
7,0,-3,370688/945,+,Y^-3*q_d^7
7,0,-2,77412992/8505,+,Y^-2*q_d^7
7,0,-1,127813232/2835,+,Y^-1*q_d^7
7,0,0,-1803107384/8505,-,q_d^7
7,0,1,-14944300378/10935,-,Y*q_d^7
7,0,2,1414996691723/437400,+,Y^2*q_d^7
7,0,3,23532786422479/1749600,+,Y^3*q_d^7
7,0,4,-1092039372783461/31492800,-,Y^4*q_d^7
7,0,5,-5742303363438637/125971200,-,Y^5*q_d^7
7,0,6,5058670111810269157/27209779200,+,Y^6*q_d^7
7,0,7,-33119231598837737909/979552051200,-,Y^7*q_d^7
7,0,8,-128127710304920481811/326517350400,-,Y^8*q_d^7
7,0,9,84998114103923143217/217678233600,+,Y^9*q_d^7
7,0,10,902915522949073542509/5224277606400,+,Y^10*q_d^7
7,0,11,-591048314386867557101/1306069401600,-,Y^11*q_d^7
7,0,12,1099932014976314797277/6965703475200,+,Y^12*q_d^7
7,0,13,12987630546667983915289/125382662553600,+,Y^13*q_d^7
7,0,14,-3679465430895938039839/50153065021440,-,Y^14*q_d^7
7,0,15,827197643545646349599/501530650214400,+,Y^15*q_d^7
7,0,16,4719436447057858964263/1003061300428800,+,Y^16*q_d^7
7,0,17,2594140682249484557/16717688340480,+,Y^17*q_d^7
7,0,18,478020717446993/1857520926720,+,Y^18*q_d^7
8,0,-2,-22016/45,-,Y^-2*q_d^8
8,0,-1,-2417408/405,-,Y^-1*q_d^8
8,0,0,946888/81,+,q_d^8
8,0,1,831002456/3645,+,Y*q_d^8
8,0,2,-2308654795/8748,-,Y^2*q_d^8
8,0,3,-47075265397/16200,-,Y^3*q_d^8
8,0,4,99761122385803/20995200,+,Y^4*q_d^8
8,0,5,1820300893565653/125971200,+,Y^5*q_d^8
8,0,6,-9092771068328087/251942400,-,Y^6*q_d^8
8,0,7,-4163281680283187/272097792,-,Y^7*q_d^8
8,0,8,137443928602335811261/1306069401600,+,Y^8*q_d^8
8,0,9,-53908333380755167021/870712934400,-,Y^9*q_d^8
8,0,10,-242213768442195927163/2612138803200,-,Y^10*q_d^8
8,0,11,319980976647144140321/2612138803200,+,Y^11*q_d^8
8,0,12,-410671655836066506007/41794220851200,-,Y^12*q_d^8
8,0,13,-4147607231582878790923/83588441702400,-,Y^13*q_d^8
8,0,14,10154785132397554842739/501530650214400,+,Y^14*q_d^8
8,0,15,43372968156253658909/12383472844800,+,Y^15*q_d^8
8,0,16,-705684151239794822291/334353766809600,-,Y^16*q_d^8
8,0,17,-2681639051038160297/16717688340480,-,Y^17*q_d^8
8,0,18,-4789803936696247/5572562780160,-,Y^18*q_d^8
8,0,19,-9886633715/61917364224,-,Y^19*q_d^8
9,0,-1,1024/3,+,Y^-1*q_d^9
9,0,0,18304/27,+,q_d^9
9,0,1,-3126464/135,-,Y*q_d^9
9,0,2,-31284736/3645,-,Y^2*q_d^9
9,0,3,9460228081/21870,+,Y^3*q_d^9
9,0,4,-273123040381/874800,-,Y^4*q_d^9
9,0,5,-6570220519679/2099520,-,Y^5*q_d^9
9,0,6,309819014867539/62985600,+,Y^6*q_d^9
9,0,7,780855209326247/100776960,+,Y^7*q_d^9
9,0,8,-945464145481694213/43535646720,-,Y^8*q_d^9
9,0,9,3447582939917107117/1306069401600,+,Y^9*q_d^9
9,0,10,65116829441244975863/2089711042560,+,Y^10*q_d^9
9,0,11,-517907314940725865029/20897110425600,-,Y^11*q_d^9
9,0,12,-12279127312038432503/1393140695040,-,Y^12*q_d^9
9,0,13,78931681668957230449/4643802316800,+,Y^13*q_d^9
9,0,14,-566066171727656373011/167176883404800,-,Y^14*q_d^9
9,0,15,-2560127243047169035751/1003061300428800,-,Y^15*q_d^9
9,0,16,706645781845594959557/1003061300428800,+,Y^16*q_d^9
9,0,17,33936241742632117/278628139008,+,Y^17*q_d^9
9,0,18,1584602689865923/928760463360,+,Y^18*q_d^9
9,0,19,65816733017/46438023168,+,Y^19*q_d^9
10,0,0,-512/5,-,q_d^10
10,0,1,9728/9,+,Y*q_d^10
10,0,2,37960/9,+,Y^2*q_d^10
10,0,3,-48110768/1215,-,Y^3*q_d^10
10,0,4,-950436497/43740,-,Y^4*q_d^10
10,0,5,8269893656/18225,+,Y^5*q_d^10
10,0,6,-4918048190023/13996800,-,Y^6*q_d^10
10,0,7,-48124819408349/25194240,-,Y^7*q_d^10
10,0,8,15269507620746721/4837294080,+,Y^8*q_d^10
10,0,9,19044714434339633/9674588160,+,Y^9*q_d^10
10,0,10,-25738913791452638921/3482851737600,-,Y^10*q_d^10
10,0,11,181488683046619378913/62691331276800,+,Y^11*q_d^10
10,0,12,24103405586556925139/5015306502144,+,Y^12*q_d^10
10,0,13,-70748508588360583771/16717688340480,-,Y^13*q_d^10
10,0,14,-19011530660631695641/83588441702400,-,Y^14*q_d^10
10,0,15,7363584514204168117/6687075336192,+,Y^15*q_d^10
10,0,16,-141598048567430635831/1003061300428800,-,Y^16*q_d^10
10,0,17,-235226488958557873/3343537668096,-,Y^17*q_d^10
10,0,18,-1256188548769063/557256278016,-,Y^18*q_d^10
10,0,19,-525121487891/92876046336,-,Y^19*q_d^10
10,0,20,-282475249/619173642240,-,Y^20*q_d^10
11,0,2,-896/3,-,Y^2*q_d^11
11,0,3,1680,+,Y^3*q_d^11
11,0,4,503944/81,+,Y^4*q_d^11
11,0,5,-145787929/3645,-,Y^5*q_d^11
11,0,6,-10202097899/874800,-,Y^6*q_d^11
11,0,7,730714379983/2519424,+,Y^7*q_d^11
11,0,8,-39567458584703/151165440,-,Y^8*q_d^11
11,0,9,-206549489267233/302330880,-,Y^9*q_d^11
11,0,10,125640528287610721/104485552128,+,Y^10*q_d^11
11,0,11,4510619001955894247/31345665638400,+,Y^11*q_d^11
11,0,12,-29585475287565551963/20897110425600,-,Y^12*q_d^11
11,0,13,84810234947583485543/125382662553600,+,Y^13*q_d^11
11,0,14,9959775939053370073/25076532510720,+,Y^14*q_d^11
11,0,15,-41295856546326655049/125382662553600,-,Y^15*q_d^11
11,0,16,-330898410222741893/37150418534400,-,Y^16*q_d^11
11,0,17,516989151508134263/16717688340480,+,Y^17*q_d^11
11,0,18,11731964795283971/5572562780160,+,Y^18*q_d^11
11,0,19,828499905317/61917364224,+,Y^19*q_d^11
11,0,20,282475249/61917364224,+,Y^20*q_d^11
12,0,4,-392,-,Y^4*q_d^12
12,0,5,43904/27,+,Y^5*q_d^12
12,0,6,4628099/972,+,Y^6*q_d^12
12,0,7,-755861701/29160,-,Y^7*q_d^12
12,0,8,9331867867/25194240,+,Y^8*q_d^12
12,0,9,8847556342807/75582720,+,Y^9*q_d^12
12,0,10,-1121964251856329/9674588160,-,Y^10*q_d^12
12,0,11,-74903674625459701/522427760640,-,Y^11*q_d^12
12,0,12,33623305773990192463/125382662553600,+,Y^12*q_d^12
12,0,13,-6878721836489335133/250765325107200,-,Y^13*q_d^12
12,0,14,-76364139906608429687/501530650214400,-,Y^14*q_d^12
12,0,15,2381040947268360209/37150418534400,+,Y^15*q_d^12
12,0,16,20764129848218613353/1003061300428800,+,Y^16*q_d^12
12,0,17,-1850649466624133/185752092672,-,Y^17*q_d^12
12,0,18,-8010150272710537/5572562780160,-,Y^18*q_d^12
12,0,19,-215528614987/10319560704,-,Y^19*q_d^12
12,0,20,-282475249/13759414272,-,Y^20*q_d^12
13,0,6,-2744/9,-,Y^6*q_d^13
13,0,7,170471/162,+,Y^7*q_d^13
13,0,8,42913073/19440,+,Y^8*q_d^13
13,0,9,-5832664579/524880,-,Y^9*q_d^13
13,0,10,83231648381/30233088,+,Y^10*q_d^13
13,0,11,48611347868209/1612431360,+,Y^11*q_d^13
13,0,12,-2103507367898797/69657034752,-,Y^12*q_d^13
13,0,13,-1101695713795298237/62691331276800,-,Y^13*q_d^13
13,0,14,8576096322612159257/250765325107200,+,Y^14*q_d^13
13,0,15,-1216354169451959923/250765325107200,-,Y^15*q_d^13
13,0,16,-9163839008107525651/1003061300428800,-,Y^16*q_d^13
13,0,17,34534316564821507/16717688340480,+,Y^17*q_d^13
13,0,18,4049687320032389/5572562780160,+,Y^18*q_d^13
13,0,19,116662277837/5159780352,+,Y^19*q_d^13
13,0,20,282475249/5159780352,+,Y^20*q_d^13
14,0,8,-16807/108,-,Y^8*q_d^14
14,0,9,16807/36,+,Y^9*q_d^14
14,0,10,366947231/559872,+,Y^10*q_d^14
14,0,11,-79933114793/25194240,-,Y^11*q_d^14
14,0,12,11553243496921/9674588160,+,Y^12*q_d^14
14,0,13,321892373122117/65303470080,+,Y^13*q_d^14
14,0,14,-1130321215970108141/250765325107200,-,Y^14*q_d^14
14,0,15,-626950497302437/464380231680,-,Y^15*q_d^14
14,0,16,261295219480337917/111451255603200,+,Y^16*q_d^14
14,0,17,-393905860398281/3343537668096,-,Y^17*q_d^14
14,0,18,-1499007328153993/5572562780160,-,Y^18*q_d^14
14,0,19,-33614554631/1934917632,-,Y^19*q_d^14
14,0,20,-1977326743/20639121408,-,Y^20*q_d^14
15,0,10,-117649/2160,-,Y^10*q_d^15
15,0,11,13294337/93312,+,Y^11*q_d^15
15,0,12,427654115/3359232,+,Y^12*q_d^15
15,0,13,-480054626653/806215680,-,Y^13*q_d^15
15,0,14,246430083995683/1044855521280,+,Y^14*q_d^15
15,0,15,63087267753784729/125382662553600,+,Y^15*q_d^15
15,0,16,-22221760089815237/62691331276800,-,Y^16*q_d^15
15,0,17,-46626287791643/557256278016,-,Y^17*q_d^15
15,0,18,38766159513431/557256278016,+,Y^18*q_d^15
15,0,19,294621684707/30958682112,+,Y^19*q_d^15
15,0,20,1977326743/17199267840,+,Y^20*q_d^15
16,0,12,-823543/62208,-,Y^12*q_d^16
16,0,13,4117715/139968,+,Y^13*q_d^16
16,0,14,3546999701/214990848,+,Y^14*q_d^16
16,0,15,-12299961416603/174142586880,-,Y^15*q_d^16
16,0,16,5492939134235581/250765325107200,+,Y^16*q_d^16
16,0,17,515933102520437/16717688340480,+,Y^17*q_d^16
16,0,18,-15417550973629/1393140695040,-,Y^18*q_d^16
16,0,19,-226827624947/61917364224,-,Y^19*q_d^16
16,0,20,-1977326743/20639121408,-,Y^20*q_d^16
17,0,14,-823543/373248,-,Y^14*q_d^17
17,0,15,15647317/3981312,+,Y^15*q_d^17
17,0,16,35175992159/23219011584,+,Y^16*q_d^17
17,0,17,-10113308160949/2089711042560,-,Y^17*q_d^17
17,0,18,125666896999/206391214080,+,Y^18*q_d^17
17,0,19,3672178237/3869835264,+,Y^19*q_d^17
17,0,20,282475249/5159780352,+,Y^20*q_d^17
18,0,16,-5764801/23887872,-,Y^16*q_d^18
18,0,17,593774503/1934917632,+,Y^17*q_d^18
18,0,18,593503557353/5572562780160,+,Y^18*q_d^18
18,0,19,-13841287201/92876046336,-,Y^19*q_d^18
18,0,20,-282475249/13759414272,-,Y^20*q_d^18
19,0,18,-40353607/2579890176,-,Y^18*q_d^19
19,0,19,1977326743/185752092672,+,Y^19*q_d^19
19,0,20,282475249/61917364224,+,Y^20*q_d^19
20,0,20,-282475249/619173642240,-,Y^20*q_d^20
1,1,-8,1024/14175,+,Y^-8*q_d*q_{d-1}
1,1,-7,76288/8505,+,Y^-7*q_d*q_{d-1}
1,1,-6,1294528/2835,+,Y^-6*q_d*q_{d-1}
1,1,-5,314132512/25515,+,Y^-5*q_d*q_{d-1}
1,1,-4,71978746072/382725,+,Y^-4*q_d*q_{d-1}
1,1,-3,602342408324/382725,+,Y^-3*q_d*q_{d-1}
1,1,-2,7692658293337/1377810,+,Y^-2*q_d*q_{d-1}
1,1,-1,-72954500662871/8266860,-,Y^-1*q_d*q_{d-1}
1,1,0,-14401860748499783/132269760,-,q_d*q_{d-1}
1,1,1,-168286189372162949/5101833600,-,Y*q_d*q_{d-1}
1,1,2,119654874638003893597/122444006400,+,Y^2*q_d*q_{d-1}
1,1,3,747772296677417171/5441955840,+,Y^3*q_d*q_{d-1}
1,1,4,-258823898699245694197/48977602560,-,Y^4*q_d*q_{d-1}
1,1,5,19206900299157371581/6530347008,+,Y^5*q_d*q_{d-1}
1,1,6,3065061435367751132527/217678233600,+,Y^6*q_d*q_{d-1}
1,1,7,-4810377322827836727833/261213880320,-,Y^7*q_d*q_{d-1}
1,1,8,-34861518147423936437/3627970560,-,Y^8*q_d*q_{d-1}
1,1,9,30103691678931860311/967458816,+,Y^9*q_d*q_{d-1}
1,1,10,-601173172841464113079/46438023168,-,Y^10*q_d*q_{d-1}
1,1,11,-1930874233107429446347/154793410560,-,Y^11*q_d*q_{d-1}
1,1,12,42538196897823788651/3439853568,+,Y^12*q_d*q_{d-1}
1,1,13,-98377464293238234181/61917364224,-,Y^13*q_d*q_{d-1}
1,1,14,-134580416015251808525/82556485632,-,Y^14*q_d*q_{d-1}
1,1,15,24396774108523231415/55037657088,+,Y^15*q_d*q_{d-1}
1,1,16,565515448498/19683,+,Y^16*q_d*q_{d-1}
2,1,-7,-8192/14175,-,Y^-7*q_d^2*q_{d-1}
2,1,-6,-480512/6075,-,Y^-6*q_d^2*q_{d-1}
2,1,-5,-151226944/42525,-,Y^-5*q_d^2*q_{d-1}
2,1,-4,-1931158064/25515,-,Y^-4*q_d^2*q_{d-1}
2,1,-3,-8950189088/10935,-,Y^-3*q_d^2*q_{d-1}
2,1,-2,-1462784315582/382725,-,Y^-2*q_d^2*q_{d-1}
2,1,-1,17947751506661/6889050,+,Y^-1*q_d^2*q_{d-1}
2,1,0,6402823991716337/82668600,+,q_d^2*q_{d-1}
2,1,1,278864020407157/4723920,+,Y*q_d^2*q_{d-1}
2,1,2,-8159385012279851641/10203667200,-,Y^2*q_d^2*q_{d-1}
2,1,3,-6222812360983856297/24488801280,-,Y^3*q_d^2*q_{d-1}
2,1,4,494456042750529186479/97955205120,+,Y^4*q_d^2*q_{d-1}
2,1,5,-1590988467185555963851/489776025600,-,Y^5*q_d^2*q_{d-1}
2,1,6,-1765442213441608332421/122444006400,-,Y^6*q_d^2*q_{d-1}
2,1,7,2849103759611683943087/122444006400,+,Y^7*q_d^2*q_{d-1}
2,1,8,4109375855410573614319/870712934400,+,Y^8*q_d^2*q_{d-1}
2,1,9,-1828893600300706689763/48372940800,-,Y^9*q_d^2*q_{d-1}
2,1,10,975080772675992262683/34828517376,+,Y^10*q_d^2*q_{d-1}
2,1,11,20872236688148729805739/3482851737600,+,Y^11*q_d^2*q_{d-1}
2,1,12,-50202101503176705590851/2786281390080,-,Y^12*q_d^2*q_{d-1}
2,1,13,22466456024710203215381/2786281390080,+,Y^13*q_d^2*q_{d-1}
2,1,14,2061640541123067919/232190115840,+,Y^14*q_d^2*q_{d-1}
2,1,15,-103970572246775021123/123834728448,-,Y^15*q_d^2*q_{d-1}
2,1,16,2288279370197279534467/14860167413760,+,Y^16*q_d^2*q_{d-1}
3,1,-6,11264/567,+,Y^-6*q_d^3*q_{d-1}
3,1,-5,2124928/1701,+,Y^-5*q_d^3*q_{d-1}
3,1,-4,186800368/6075,+,Y^-4*q_d^3*q_{d-1}
3,1,-3,46033043008/127575,+,Y^-3*q_d^3*q_{d-1}
3,1,-2,136219463788/76545,+,Y^-2*q_d^3*q_{d-1}
3,1,-1,-88216954913/76545,-,Y^-1*q_d^3*q_{d-1}
3,1,0,-205225671536269/5511240,-,q_d^3*q_{d-1}
3,1,1,-1864187224286983/82668600,-,Y*q_d^3*q_{d-1}
3,1,2,19900717749729659/47239200,+,Y^2*q_d^3*q_{d-1}
3,1,3,3607428035075059/4081466880,+,Y^3*q_d^3*q_{d-1}
3,1,4,-1400127131485606750507/489776025600,-,Y^4*q_d^3*q_{d-1}
3,1,5,29894429026424522233/9795520512,+,Y^5*q_d^3*q_{d-1}
3,1,6,1911576033032960935873/244888012800,+,Y^6*q_d^3*q_{d-1}
3,1,7,-36396637274357548630873/1959104102400,-,Y^7*q_d^3*q_{d-1}
3,1,8,6154167727645713172247/1567283281920,+,Y^8*q_d^3*q_{d-1}
3,1,9,35295772876924600729487/1306069401600,+,Y^9*q_d^3*q_{d-1}
3,1,10,-553610795865738098261/17414258688,-,Y^10*q_d^3*q_{d-1}
3,1,11,116884304084592166151/27209779200,+,Y^11*q_d^3*q_{d-1}
3,1,12,225557358704714313900847/13931406950400,+,Y^12*q_d^3*q_{d-1}
3,1,13,-20851816029633622517491/1741425868800,-,Y^13*q_d^3*q_{d-1}
3,1,14,12856950230543084623349/6965703475200,+,Y^14*q_d^3*q_{d-1}
3,1,15,11484281929727285862239/11145125560320,+,Y^15*q_d^3*q_{d-1}
3,1,16,-8178824694869762832311/24766945689600,-,Y^16*q_d^3*q_{d-1}
3,1,17,-2648126397660032639/928760463360,-,Y^17*q_d^3*q_{d-1}
4,1,-5,-1574912/14175,-,Y^-5*q_d^4*q_{d-1}
4,1,-4,-234301952/42525,-,Y^-4*q_d^4*q_{d-1}
4,1,-3,-454370704/4725,-,Y^-3*q_d^4*q_{d-1}
4,1,-2,-16556763112/25515,-,Y^-2*q_d^4*q_{d-1}
4,1,-1,-1714537876/8505,-,Y^-1*q_d^4*q_{d-1}
4,1,0,1763280763396/127575,+,q_d^4*q_{d-1}
4,1,1,142175013401489/9185400,+,Y*q_d^4*q_{d-1}
4,1,2,-4070492537774167/23619600,-,Y^2*q_d^4*q_{d-1}
4,1,3,-40683106221497/1180980,-,Y^3*q_d^4*q_{d-1}
4,1,4,6627373067166794857/5101833600,+,Y^4*q_d^4*q_{d-1}
4,1,5,-666165602276736398017/489776025600,-,Y^5*q_d^4*q_{d-1}
4,1,6,-256161369900829391933/65303470080,-,Y^6*q_d^4*q_{d-1}
4,1,7,18755361907816933865117/1959104102400,+,Y^7*q_d^4*q_{d-1}
4,1,8,-783624470966353134107/391820820480,-,Y^8*q_d^4*q_{d-1}
4,1,9,-3398727867392281497817/217678233600,-,Y^9*q_d^4*q_{d-1}
4,1,10,2767434727692291319807/145118822400,+,Y^10*q_d^4*q_{d-1}
4,1,11,-35395861413522724597151/15672832819200,-,Y^11*q_d^4*q_{d-1}
4,1,12,-29347635209279696693419/2612138803200,-,Y^12*q_d^4*q_{d-1}
4,1,13,1047444405671629853231911/125382662553600,+,Y^13*q_d^4*q_{d-1}
4,1,14,-17845211875025804698219/16717688340480,-,Y^14*q_d^4*q_{d-1}
4,1,15,-52894833122923469761111/55725627801600,-,Y^15*q_d^4*q_{d-1}
4,1,16,46739589728864970336707/167176883404800,+,Y^16*q_d^4*q_{d-1}
4,1,17,972259301874319345831/111451255603200,+,Y^17*q_d^4*q_{d-1}
5,1,-4,6095872/14175,+,Y^-4*q_d^5*q_{d-1}
5,1,-3,622290496/42525,+,Y^-3*q_d^5*q_{d-1}
5,1,-2,1305562624/8505,+,Y^-2*q_d^5*q_{d-1}
5,1,-1,7036893728/25515,+,Y^-1*q_d^5*q_{d-1}
