qd_power,qdm1_power,Y_power,coefficient,sign,monomial
5,4,7,-2493107/31104,-,Y^7*q_d^5*q_{d-1}^4
5,4,8,-27854993/746496,-,Y^8*q_d^5*q_{d-1}^4
5,4,9,1040412289/3359232,+,Y^9*q_d^5*q_{d-1}^4
5,4,10,-42730501163/107495424,-,Y^10*q_d^5*q_{d-1}^4
5,4,11,36832940683/214990848,+,Y^11*q_d^5*q_{d-1}^4
5,4,12,3994795805/107495424,+,Y^12*q_d^5*q_{d-1}^4
5,4,13,-82199356267/2149908480,-,Y^13*q_d^5*q_{d-1}^4
6,4,6,-833/216,-,Y^6*q_d^6*q_{d-1}^4
6,4,7,25375/3888,+,Y^7*q_d^6*q_{d-1}^4
6,4,8,8699131/248832,+,Y^8*q_d^6*q_{d-1}^4
6,4,9,-183686531/1492992,-,Y^9*q_d^6*q_{d-1}^4
6,4,10,13652769695/107495424,+,Y^10*q_d^6*q_{d-1}^4
6,4,11,-1064768411/214990848,-,Y^11*q_d^6*q_{d-1}^4
6,4,12,-29266770421/429981696,-,Y^12*q_d^6*q_{d-1}^4
6,4,13,27536207041/859963392,+,Y^13*q_d^6*q_{d-1}^4
6,4,14,-1473083129/2149908480,-,Y^14*q_d^6*q_{d-1}^4
7,4,8,-21805/3888,-,Y^8*q_d^7*q_{d-1}^4
7,4,9,1334417/62208,+,Y^9*q_d^7*q_{d-1}^4
7,4,10,-48783413/2985984,-,Y^10*q_d^7*q_{d-1}^4
7,4,11,-2856124663/107495424,-,Y^11*q_d^7*q_{d-1}^4
7,4,12,1055960437/23887872,+,Y^12*q_d^7*q_{d-1}^4
7,4,13,-3582976285/214990848,-,Y^13*q_d^7*q_{d-1}^4
7,4,14,-219650683/429981696,-,Y^14*q_d^7*q_{d-1}^4
8,4,9,-1715/1296,-,Y^9*q_d^8*q_{d-1}^4
8,4,10,-33173/165888,-,Y^10*q_d^8*q_{d-1}^4
8,4,11,30995293/2985984,+,Y^11*q_d^8*q_{d-1}^4
8,4,12,-5869715047/429981696,-,Y^12*q_d^8*q_{d-1}^4
8,4,13,2919647213/859963392,+,Y^13*q_d^8*q_{d-1}^4
8,4,14,242450579/143327232,+,Y^14*q_d^8*q_{d-1}^4
8,4,15,-10470761/47775744,-,Y^15*q_d^8*q_{d-1}^4
9,4,11,-100499/82944,-,Y^11*q_d^9*q_{d-1}^4
9,4,12,10401475/5971968,+,Y^12*q_d^9*q_{d-1}^4
9,4,13,537650099/1074954240,+,Y^13*q_d^9*q_{d-1}^4
9,4,14,-1097633957/859963392,-,Y^14*q_d^9*q_{d-1}^4
9,4,15,19647383/71663616,+,Y^15*q_d^9*q_{d-1}^4
10,4,12,-12005/165888,-,Y^12*q_d^10*q_{d-1}^4
10,4,13,-60025/248832,-,Y^13*q_d^10*q_{d-1}^4
10,4,14,345712787/859963392,+,Y^14*q_d^10*q_{d-1}^4
10,4,15,-588245/5971968,-,Y^15*q_d^10*q_{d-1}^4
10,4,16,-588245/95551488,-,Y^16*q_d^10*q_{d-1}^4
11,4,14,-84035/1990656,-,Y^14*q_d^11*q_{d-1}^4
11,4,15,588245/143327232,+,Y^15*q_d^11*q_{d-1}^4
11,4,16,588245/47775744,+,Y^16*q_d^11*q_{d-1}^4
12,4,16,-588245/95551488,-,Y^16*q_d^12*q_{d-1}^4
5,5,6,49/108,+,Y^6*q_d^5*q_{d-1}^5
5,5,7,-10507/7776,-,Y^7*q_d^5*q_{d-1}^5
5,5,8,1505/27648,+,Y^8*q_d^5*q_{d-1}^5
5,5,9,19663847/1492992,+,Y^9*q_d^5*q_{d-1}^5
5,5,10,-2860632955/107495424,-,Y^10*q_d^5*q_{d-1}^5
5,5,11,43747697/2654208,+,Y^11*q_d^5*q_{d-1}^5
5,5,12,270544729/214990848,+,Y^12*q_d^5*q_{d-1}^5
5,5,13,-80618377/15925248,-,Y^13*q_d^5*q_{d-1}^5
5,5,14,74942413/44789760,+,Y^14*q_d^5*q_{d-1}^5
6,5,8,3577/3888,+,Y^8*q_d^6*q_{d-1}^5
6,5,9,-67669/10368,-,Y^9*q_d^6*q_{d-1}^5
6,5,10,10663639/995328,+,Y^10*q_d^6*q_{d-1}^5
6,5,11,-45917501/537477120,-,Y^11*q_d^6*q_{d-1}^5
6,5,12,-1697847991/143327232,-,Y^12*q_d^6*q_{d-1}^5
6,5,13,18675796741/2149908480,+,Y^13*q_d^6*q_{d-1}^5
6,5,14,-15708847427/8599633920,-,Y^14*q_d^6*q_{d-1}^5
7,5,9,5831/7776,+,Y^9*q_d^7*q_{d-1}^5
7,5,10,-82957/82944,-,Y^10*q_d^7*q_{d-1}^5
7,5,11,-31333981/9953280,-,Y^11*q_d^7*q_{d-1}^5
7,5,12,16043294281/2149908480,+,Y^12*q_d^7*q_{d-1}^5
7,5,13,-3582144167/716636160,-,Y^13*q_d^7*q_{d-1}^5
7,5,14,1113811895/1719926784,+,Y^14*q_d^7*q_{d-1}^5
7,5,15,38706521/134369280,+,Y^15*q_d^7*q_{d-1}^5
8,5,11,30527/41472,+,Y^11*q_d^8*q_{d-1}^5
8,5,12,-13860287/7464960,-,Y^12*q_d^8*q_{d-1}^5
8,5,13,2421817699/2149908480,+,Y^13*q_d^8*q_{d-1}^5
8,5,14,592405933/1433272320,+,Y^14*q_d^8*q_{d-1}^5
8,5,15,-312593393/716636160,-,Y^15*q_d^8*q_{d-1}^5
9,5,12,12005/82944,+,Y^12*q_d^9*q_{d-1}^5
9,5,13,-175273/19906560,-,Y^13*q_d^9*q_{d-1}^5
9,5,14,-428049937/1074954240,-,Y^14*q_d^9*q_{d-1}^5
9,5,15,77545097/286654464,+,Y^15*q_d^9*q_{d-1}^5
9,5,16,-2705927/286654464,-,Y^16*q_d^9*q_{d-1}^5
10,5,14,55223/663552,+,Y^14*q_d^10*q_{d-1}^5
10,5,15,-287589379/4299816960,-,Y^15*q_d^10*q_{d-1}^5
10,5,16,-588245/95551488,-,Y^16*q_d^10*q_{d-1}^5
11,5,15,16807/3981312,+,Y^15*q_d^11*q_{d-1}^5
11,5,16,117649/15925248,+,Y^16*q_d^11*q_{d-1}^5
11,5,17,-117649/95551488,-,Y^17*q_d^11*q_{d-1}^5
12,5,17,117649/95551488,+,Y^17*q_d^12*q_{d-1}^5
6,6,9,-343/3888,-,Y^9*q_d^6*q_{d-1}^6
6,6,10,31703/165888,+,Y^10*q_d^6*q_{d-1}^6
6,6,11,-117061/1105920,-,Y^11*q_d^6*q_{d-1}^6
6,6,12,-40351157/67184640,-,Y^12*q_d^6*q_{d-1}^6
6,6,13,475105421/477757440,+,Y^13*q_d^6*q_{d-1}^6
6,6,14,-2879992297/8599633920,-,Y^14*q_d^6*q_{d-1}^6
6,6,15,-2000033/29859840,-,Y^15*q_d^6*q_{d-1}^6
7,6,11,-8575/82944,-,Y^11*q_d^7*q_{d-1}^6
7,6,12,4986191/9953280,+,Y^12*q_d^7*q_{d-1}^6
7,6,13,-440078947/716636160,-,Y^13*q_d^7*q_{d-1}^6
7,6,14,805326613/8599633920,+,Y^14*q_d^7*q_{d-1}^6
7,6,15,2069092963/17199267840,+,Y^15*q_d^7*q_{d-1}^6
8,6,12,-40817/497664,-,Y^12*q_d^8*q_{d-1}^6
8,6,13,2811571/29859840,+,Y^13*q_d^8*q_{d-1}^6
8,6,14,810073733/8599633920,+,Y^14*q_d^8*q_{d-1}^6
8,6,15,-721925477/5733089280,-,Y^15*q_d^8*q_{d-1}^6
8,6,16,184355983/8599633920,+,Y^16*q_d^8*q_{d-1}^6
9,6,14,-1351763/29859840,-,Y^14*q_d^9*q_{d-1}^6
9,6,15,42754607/716636160,+,Y^15*q_d^9*q_{d-1}^6
9,6,16,-53059699/3439853568,-,Y^16*q_d^9*q_{d-1}^6
10,6,15,-16807/1990656,-,Y^15*q_d^10*q_{d-1}^6
10,6,16,35412349/17199267840,+,Y^16*q_d^10*q_{d-1}^6
10,6,17,1294139/573308928,+,Y^17*q_d^10*q_{d-1}^6
11,6,17,-1294139/573308928,-,Y^17*q_d^11*q_{d-1}^6
12,6,18,-117649/1146617856,-,Y^18*q_d^12*q_{d-1}^6
7,7,12,2401/248832,+,Y^12*q_d^7*q_{d-1}^7
7,7,13,-775523/59719680,-,Y^13*q_d^7*q_{d-1}^7
7,7,14,79700509/8599633920,+,Y^14*q_d^7*q_{d-1}^7
7,7,15,938791/637009920,+,Y^15*q_d^7*q_{d-1}^7
7,7,16,-4353013/716636160,-,Y^16*q_d^7*q_{d-1}^7
8,7,14,127253/29859840,+,Y^14*q_d^8*q_{d-1}^7
8,7,15,-57175013/4299816960,-,Y^15*q_d^8*q_{d-1}^7
8,7,16,32588773/3439853568,+,Y^16*q_d^8*q_{d-1}^7
9,7,15,285719/59719680,+,Y^15*q_d^9*q_{d-1}^7
9,7,16,-30471091/8599633920,-,Y^16*q_d^9*q_{d-1}^7
9,7,17,-2000033/1719926784,-,Y^17*q_d^9*q_{d-1}^7
10,7,17,2235331/2149908480,+,Y^17*q_d^10*q_{d-1}^7
11,7,18,117649/573308928,+,Y^18*q_d^11*q_{d-1}^7
8,8,15,-16807/29859840,-,Y^15*q_d^8*q_{d-1}^8
8,8,16,4353013/17199267840,+,Y^16*q_d^8*q_{d-1}^8
8,8,17,117649/955514880,+,Y^17*q_d^8*q_{d-1}^8
9,8,17,-117649/8599633920,-,Y^17*q_d^9*q_{d-1}^8
10,8,18,-2000033/17199267840,-,Y^18*q_d^10*q_{d-1}^8
9,9,18,117649/8599633920,+,Y^18*q_d^9*q_{d-1}^9
