qd_power,qdm1_power,Y_power,coefficient,sign,monomial
3,3,0,64/45,+,q_d^3*q_{d-1}^3
3,3,1,-44/5,-,Y*q_d^3*q_{d-1}^3
3,3,2,7619/180,+,Y^2*q_d^3*q_{d-1}^3
3,3,3,412861/1944,+,Y^3*q_d^3*q_{d-1}^3
3,3,4,-2774707/2592,-,Y^4*q_d^3*q_{d-1}^3
3,3,5,33295559/38880,+,Y^5*q_d^3*q_{d-1}^3
3,3,6,125224649071/33592320,+,Y^6*q_d^3*q_{d-1}^3
3,3,7,-65541306493/7464960,-,Y^7*q_d^3*q_{d-1}^3
3,3,8,108921461893/26873856,+,Y^8*q_d^3*q_{d-1}^3
3,3,9,18567565081/3317760,+,Y^9*q_d^3*q_{d-1}^3
3,3,10,-412811502313/67184640,-,Y^10*q_d^3*q_{d-1}^3
3,3,11,11427705961/9953280,+,Y^11*q_d^3*q_{d-1}^3
3,3,12,1540378357/4199040,+,Y^12*q_d^3*q_{d-1}^3
4,3,2,-8/15,-,Y^2*q_d^4*q_{d-1}^3
4,3,3,-563/6,-,Y^3*q_d^4*q_{d-1}^3
4,3,4,101717/324,+,Y^4*q_d^4*q_{d-1}^3
4,3,5,1388119/7776,+,Y^5*q_d^4*q_{d-1}^3
4,3,6,-19420657/7776,-,Y^6*q_d^4*q_{d-1}^3
4,3,7,6092840821/1399680,+,Y^7*q_d^4*q_{d-1}^3
4,3,8,-465202325/419904,-,Y^8*q_d^4*q_{d-1}^3
4,3,9,-116420252875/26873856,-,Y^9*q_d^4*q_{d-1}^3
4,3,10,790345398913/179159040,+,Y^10*q_d^4*q_{d-1}^3
4,3,11,-95673153611/89579520,-,Y^11*q_d^4*q_{d-1}^3
4,3,12,-336770615447/2149908480,-,Y^12*q_d^4*q_{d-1}^3
5,3,3,476/45,+,Y^3*q_d^5*q_{d-1}^3
5,3,4,-3259/108,-,Y^4*q_d^5*q_{d-1}^3
5,3,5,-498881/3888,-,Y^5*q_d^5*q_{d-1}^3
5,3,6,23637713/31104,+,Y^6*q_d^5*q_{d-1}^3
5,3,7,-197611783/186624,-,Y^7*q_d^5*q_{d-1}^3
5,3,8,-29728543777/67184640,-,Y^8*q_d^5*q_{d-1}^3
5,3,9,292770059/124416,+,Y^9*q_d^5*q_{d-1}^3
5,3,10,-17597833267/8957952,-,Y^10*q_d^5*q_{d-1}^3
5,3,11,422488746533/1074954240,+,Y^11*q_d^5*q_{d-1}^3
5,3,12,10572301691/79626240,+,Y^12*q_d^5*q_{d-1}^3
5,3,13,-5331735031/214990848,-,Y^13*q_d^5*q_{d-1}^3
6,3,5,518/27,+,Y^5*q_d^6*q_{d-1}^3
6,3,6,-113615/972,-,Y^6*q_d^6*q_{d-1}^3
6,3,7,3620975/31104,+,Y^7*q_d^6*q_{d-1}^3
6,3,8,142017637/373248,+,Y^8*q_d^6*q_{d-1}^3
6,3,9,-6035708329/6718464,-,Y^9*q_d^6*q_{d-1}^3
6,3,10,30709407295/53747712,+,Y^10*q_d^6*q_{d-1}^3
6,3,11,2876230273/53747712,+,Y^11*q_d^6*q_{d-1}^3
6,3,12,-713819701/4478976,-,Y^12*q_d^6*q_{d-1}^3
6,3,13,18262301323/537477120,+,Y^13*q_d^6*q_{d-1}^3
7,3,6,245/36,+,Y^6*q_d^7*q_{d-1}^3
7,3,7,-6727/7776,-,Y^7*q_d^7*q_{d-1}^3
7,3,8,-498295/5184,-,Y^8*q_d^7*q_{d-1}^3
7,3,9,11752531/62208,+,Y^9*q_d^7*q_{d-1}^3
7,3,10,-6490024597/107495424,-,Y^10*q_d^7*q_{d-1}^3
7,3,11,-25719398467/214990848,-,Y^11*q_d^7*q_{d-1}^3
7,3,12,21803423033/214990848,+,Y^12*q_d^7*q_{d-1}^3
7,3,13,-4062552025/214990848,-,Y^13*q_d^7*q_{d-1}^3
7,3,14,-5058907/4478976,-,Y^14*q_d^7*q_{d-1}^3
8,3,8,11221/1296,+,Y^8*q_d^8*q_{d-1}^3
8,3,9,-1136261/62208,-,Y^9*q_d^8*q_{d-1}^3
8,3,10,-5483149/466560,-,Y^10*q_d^8*q_{d-1}^3
8,3,11,6726558643/134369280,+,Y^11*q_d^8*q_{d-1}^3
8,3,12,-12040013783/358318080,-,Y^12*q_d^8*q_{d-1}^3
8,3,13,123745139/53747712,+,Y^13*q_d^8*q_{d-1}^3
8,3,14,9764867/3981312,+,Y^14*q_d^8*q_{d-1}^3
9,3,9,1715/2592,+,Y^9*q_d^9*q_{d-1}^3
9,3,10,28469/10368,+,Y^10*q_d^9*q_{d-1}^3
9,3,11,-13319033/1492992,-,Y^11*q_d^9*q_{d-1}^3
9,3,12,870807371/179159040,+,Y^12*q_d^9*q_{d-1}^3
9,3,13,66682973/26873856,+,Y^13*q_d^9*q_{d-1}^3
9,3,14,-68589367/35831808,-,Y^14*q_d^9*q_{d-1}^3
9,3,15,-588245/35831808,-,Y^15*q_d^9*q_{d-1}^3
10,3,11,12005/20736,+,Y^11*q_d^10*q_{d-1}^3
10,3,12,-12005/248832,-,Y^12*q_d^10*q_{d-1}^3
10,3,13,-668623277/537477120,-,Y^13*q_d^10*q_{d-1}^3
10,3,14,24118045/35831808,+,Y^14*q_d^10*q_{d-1}^3
10,3,15,588245/11943936,+,Y^15*q_d^10*q_{d-1}^3
11,3,13,84035/497664,+,Y^13*q_d^11*q_{d-1}^3
11,3,14,-2941225/35831808,-,Y^14*q_d^11*q_{d-1}^3
11,3,15,-588245/11943936,-,Y^15*q_d^11*q_{d-1}^3
12,3,15,588245/35831808,+,Y^15*q_d^12*q_{d-1}^3
4,4,3,-56/45,-,Y^3*q_d^4*q_{d-1}^4
4,4,4,1157/216,+,Y^4*q_d^4*q_{d-1}^4
4,4,5,-10927/3888,-,Y^5*q_d^4*q_{d-1}^4
4,4,6,-749807/7776,-,Y^6*q_d^4*q_{d-1}^4
4,4,7,12607039/46656,+,Y^7*q_d^4*q_{d-1}^4
4,4,8,-13341631103/67184640,-,Y^8*q_d^4*q_{d-1}^4
4,4,9,-264654295/995328,-,Y^9*q_d^4*q_{d-1}^4
4,4,10,33831927677/53747712,+,Y^10*q_d^4*q_{d-1}^4
4,4,11,-49663660067/119439360,-,Y^11*q_d^4*q_{d-1}^4
4,4,12,72943482059/2149908480,+,Y^12*q_d^4*q_{d-1}^4
4,4,13,155179031/3732480,+,Y^13*q_d^4*q_{d-1}^4
5,4,5,-329/108,-,Y^5*q_d^5*q_{d-1}^4
5,4,6,147055/3888,+,Y^6*q_d^5*q_{d-1}^4
