qd_power,qdm1_power,Y_power,coefficient,sign,monomial
6,4,13,1905924646099621/12899450880,+,Y^13*q_d^6*q_{d-1}^4
6,4,14,-13695276944621923/206391214080,-,Y^14*q_d^6*q_{d-1}^4
6,4,15,107949948811033/68797071360,+,Y^15*q_d^6*q_{d-1}^4
6,4,16,12970147575786289/2476694568960,+,Y^16*q_d^6*q_{d-1}^4
6,4,17,-9978861472027/30958682112,-,Y^17*q_d^6*q_{d-1}^4
7,4,5,-5096/81,-,Y^5*q_d^7*q_{d-1}^4
7,4,6,2066753/2430,+,Y^6*q_d^7*q_{d-1}^4
7,4,7,-887706073/466560,-,Y^7*q_d^7*q_{d-1}^4
7,4,8,-5709350365/1119744,-,Y^8*q_d^7*q_{d-1}^4
7,4,9,13245423493/497664,+,Y^9*q_d^7*q_{d-1}^4
7,4,10,-1857841294993/53747712,-,Y^10*q_d^7*q_{d-1}^4
7,4,11,-558721257673/59719680,-,Y^11*q_d^7*q_{d-1}^4
7,4,12,24575039616419/358318080,+,Y^12*q_d^7*q_{d-1}^4
7,4,13,-42993843586939/644972544,-,Y^13*q_d^7*q_{d-1}^4
7,4,14,1801400550482687/103195607040,+,Y^14*q_d^7*q_{d-1}^4
7,4,15,471154336513721/51597803520,+,Y^15*q_d^7*q_{d-1}^4
7,4,16,-2240642193397951/412782428160,-,Y^16*q_d^7*q_{d-1}^4
7,4,17,6751526574821/15479341056,+,Y^17*q_d^7*q_{d-1}^4
8,4,6,-686/15,-,Y^6*q_d^8*q_{d-1}^4
8,4,7,125741/1620,+,Y^7*q_d^8*q_{d-1}^4
8,4,8,2175334277/1866240,+,Y^8*q_d^8*q_{d-1}^4
8,4,9,-5315695279/1119744,-,Y^9*q_d^8*q_{d-1}^4
8,4,10,70319784091/17915904,+,Y^10*q_d^8*q_{d-1}^4
8,4,11,5693678573573/537477120,+,Y^11*q_d^8*q_{d-1}^4
8,4,12,-20860407633149/806215680,-,Y^12*q_d^8*q_{d-1}^4
8,4,13,470119008939517/25798901760,+,Y^13*q_d^8*q_{d-1}^4
8,4,14,242520697797581/103195607040,+,Y^14*q_d^8*q_{d-1}^4
8,4,15,-92236040834749/10319560704,-,Y^15*q_d^8*q_{d-1}^4
8,4,16,237743419501217/68797071360,+,Y^16*q_d^8*q_{d-1}^4
8,4,17,-202569577637/1274019840,-,Y^17*q_d^8*q_{d-1}^4
8,4,18,-24252517807/955514880,-,Y^18*q_d^8*q_{d-1}^4
9,4,8,-9947/108,-,Y^8*q_d^9*q_{d-1}^4
9,4,9,39956147/93312,+,Y^9*q_d^9*q_{d-1}^4
9,4,10,356205143/11197440,+,Y^10*q_d^9*q_{d-1}^4
9,4,11,-69562957247/22394880,-,Y^11*q_d^9*q_{d-1}^4
9,4,12,6131197948603/1074954240,+,Y^12*q_d^9*q_{d-1}^4
9,4,13,-3222492361501/1612431360,-,Y^13*q_d^9*q_{d-1}^4
9,4,14,-424189699501267/103195607040,-,Y^14*q_d^9*q_{d-1}^4
9,4,15,458430073441823/103195607040,+,Y^15*q_d^9*q_{d-1}^4
9,4,16,-497237953205623/412782428160,-,Y^16*q_d^9*q_{d-1}^4
9,4,17,-2056994292787/13759414272,-,Y^17*q_d^9*q_{d-1}^4
9,4,18,42204108121/764411904,+,Y^18*q_d^9*q_{d-1}^4
10,4,9,-2401/162,-,Y^9*q_d^10*q_{d-1}^4
10,4,10,-2250325/62208,-,Y^10*q_d^10*q_{d-1}^4
10,4,11,473295949/1119744,+,Y^11*q_d^10*q_{d-1}^4
10,4,12,-121325547371/179159040,-,Y^12*q_d^10*q_{d-1}^4
10,4,13,-363121950989/1074954240,-,Y^13*q_d^10*q_{d-1}^4
10,4,14,56866655214971/34398535680,+,Y^14*q_d^10*q_{d-1}^4
10,4,15,-43591409634661/34398535680,-,Y^15*q_d^10*q_{d-1}^4
10,4,16,13033791647051/137594142720,+,Y^16*q_d^10*q_{d-1}^4
10,4,17,2194293566591/10319560704,+,Y^17*q_d^10*q_{d-1}^4
10,4,18,-340720798271/6879707136,-,Y^18*q_d^10*q_{d-1}^4
10,4,19,-7084940429/10319560704,-,Y^19*q_d^10*q_{d-1}^4
11,4,11,-711725/31104,-,Y^11*q_d^11*q_{d-1}^4
11,4,12,1495823/41472,+,Y^12*q_d^11*q_{d-1}^4
11,4,13,1916961487/14929920,+,Y^13*q_d^11*q_{d-1}^4
11,4,14,-2919601937/8847360,-,Y^14*q_d^11*q_{d-1}^4
11,4,15,9100638340871/51597803520,+,Y^15*q_d^11*q_{d-1}^4
11,4,16,11155374118259/103195607040,+,Y^16*q_d^11*q_{d-1}^4
11,4,17,-8252716789429/68797071360,-,Y^17*q_d^11*q_{d-1}^4
11,4,18,99550936681/4586471424,+,Y^18*q_d^11*q_{d-1}^4
11,4,19,14844362575/6879707136,+,Y^19*q_d^11*q_{d-1}^4
12,4,12,-84035/82944,-,Y^12*q_d^12*q_{d-1}^4
12,4,13,-948395/82944,-,Y^13*q_d^12*q_{d-1}^4
12,4,14,94462543/2985984,+,Y^14*q_d^12*q_{d-1}^4
12,4,15,-257893811/214990848,-,Y^15*q_d^12*q_{d-1}^4
12,4,16,-10028365371661/206391214080,-,Y^16*q_d^12*q_{d-1}^4
12,4,17,3699374769769/103195607040,+,Y^17*q_d^12*q_{d-1}^4
12,4,18,-3808180481/1528823808,-,Y^18*q_d^12*q_{d-1}^4
12,4,19,-662952115/254803968,-,Y^19*q_d^12*q_{d-1}^4
12,4,20,-201768035/27518828544,-,Y^20*q_d^12*q_{d-1}^4
13,4,14,-588245/497664,-,Y^14*q_d^13*q_{d-1}^4
13,4,15,-31345055/17915904,-,Y^15*q_d^13*q_{d-1}^4
13,4,16,4479788201/537477120,+,Y^16*q_d^13*q_{d-1}^4
13,4,17,-259926994607/51597803520,-,Y^17*q_d^13*q_{d-1}^4
13,4,18,-31844172479/17199267840,-,Y^18*q_d^13*q_{d-1}^4
13,4,19,31446989455/20639121408,+,Y^19*q_d^13*q_{d-1}^4
13,4,20,201768035/6879707136,+,Y^20*q_d^13*q_{d-1}^4
14,4,16,-4117715/7962624,-,Y^16*q_d^14*q_{d-1}^4
14,4,17,70001155/429981696,+,Y^17*q_d^14*q_{d-1}^4
14,4,18,5673387727/6879707136,+,Y^18*q_d^14*q_{d-1}^4
14,4,19,-1008840175/2293235712,-,Y^19*q_d^14*q_{d-1}^4
14,4,20,-201768035/4586471424,-,Y^20*q_d^14*q_{d-1}^4
15,4,18,-28824005/286654464,-,Y^18*q_d^15*q_{d-1}^4
15,4,19,40353607/859963392,+,Y^19*q_d^15*q_{d-1}^4
15,4,20,201768035/6879707136,+,Y^20*q_d^15*q_{d-1}^4
16,4,20,-201768035/27518828544,-,Y^20*q_d^16*q_{d-1}^4
5,5,3,272/135,+,Y^3*q_d^5*q_{d-1}^5
5,5,4,-1066/81,-,Y^4*q_d^5*q_{d-1}^5
5,5,5,134069/3240,+,Y^5*q_d^5*q_{d-1}^5
5,5,6,303710557/933120,+,Y^6*q_d^5*q_{d-1}^5
5,5,7,-616514003/349920,-,Y^7*q_d^5*q_{d-1}^5
5,5,8,19016953673/7464960,+,Y^8*q_d^5*q_{d-1}^5
5,5,9,747601745/186624,+,Y^9*q_d^5*q_{d-1}^5
5,5,10,-121900180383449/6449725440,-,Y^10*q_d^5*q_{d-1}^5
5,5,11,1707401364431/71663616,+,Y^11*q_d^5*q_{d-1}^5
5,5,12,-119553539671243/25798901760,-,Y^12*q_d^5*q_{d-1}^5
5,5,13,-82021278868249/4299816960,-,Y^13*q_d^5*q_{d-1}^5
5,5,14,496698847694119/22932357120,+,Y^14*q_d^5*q_{d-1}^5
5,5,15,-913108917575561/103195607040,-,Y^15*q_d^5*q_{d-1}^5
5,5,16,647815373365531/2476694568960,+,Y^16*q_d^5*q_{d-1}^5
5,5,17,3645720271039/6449725440,+,Y^17*q_d^5*q_{d-1}^5
6,5,5,1414/405,+,Y^5*q_d^6*q_{d-1}^5
6,5,6,-121967/810,-,Y^6*q_d^6*q_{d-1}^5
6,5,7,89779433/155520,+,Y^7*q_d^6*q_{d-1}^5
6,5,8,28930157/1119744,+,Y^8*q_d^6*q_{d-1}^5
6,5,9,-37727283583/7464960,-,Y^9*q_d^6*q_{d-1}^5
6,5,10,6880714519/552960,+,Y^10*q_d^6*q_{d-1}^5
6,5,11,-13644153594587/1612431360,-,Y^11*q_d^6*q_{d-1}^5
6,5,12,-9398668684597/859963392,-,Y^12*q_d^6*q_{d-1}^5
6,5,13,615168818783981/25798901760,+,Y^13*q_d^6*q_{d-1}^5
6,5,14,-207529190475803/12899450880,-,Y^14*q_d^6*q_{d-1}^5
6,5,15,288744423030301/103195607040,+,Y^15*q_d^6*q_{d-1}^5
6,5,16,170770622492309/103195607040,+,Y^16*q_d^6*q_{d-1}^5
6,5,17,-821690035661887/1238347284480,-,Y^17*q_d^6*q_{d-1}^5
7,5,6,6076/405,+,Y^6*q_d^7*q_{d-1}^5
7,5,7,-6916/135,-,Y^7*q_d^7*q_{d-1}^5
7,5,8,-2188691/9720,-,Y^8*q_d^7*q_{d-1}^5
7,5,9,19431356717/11197440,+,Y^9*q_d^7*q_{d-1}^5
7,5,10,-32654099657/9953280,-,Y^10*q_d^7*q_{d-1}^5
7,5,11,-45950822833/89579520,-,Y^11*q_d^7*q_{d-1}^5
7,5,12,125159912489033/12899450880,+,Y^12*q_d^7*q_{d-1}^5
7,5,13,-22441388856179/1719926784,-,Y^13*q_d^7*q_{d-1}^5
7,5,14,586177276295891/103195607040,+,Y^14*q_d^7*q_{d-1}^5
7,5,15,189337281407869/103195607040,+,Y^15*q_d^7*q_{d-1}^5
7,5,16,-1026006386758829/412782428160,-,Y^16*q_d^7*q_{d-1}^5
7,5,17,25792065209113/41278242816,+,Y^17*q_d^7*q_{d-1}^5
7,5,18,209424514271/19349176320,+,Y^18*q_d^7*q_{d-1}^5
8,5,8,55223/1620,+,Y^8*q_d^8*q_{d-1}^5
8,5,9,-2992591/11664,-,Y^9*q_d^8*q_{d-1}^5
8,5,10,1032804227/2799360,+,Y^10*q_d^8*q_{d-1}^5
8,5,11,10556557879/9953280,+,Y^11*q_d^8*q_{d-1}^5
8,5,12,-453338463733/119439360,-,Y^12*q_d^8*q_{d-1}^5
8,5,13,25110002784119/6449725440,+,Y^13*q_d^8*q_{d-1}^5
8,5,14,-2461199031011/17199267840,-,Y^14*q_d^8*q_{d-1}^5
8,5,15,-33825650639837/12899450880,-,Y^15*q_d^8*q_{d-1}^5
8,5,16,14049040441597/7644119040,+,Y^16*q_d^8*q_{d-1}^5
8,5,17,-34429850083153/103195607040,-,Y^17*q_d^8*q_{d-1}^5
8,5,18,-2994796825097/68797071360,-,Y^18*q_d^8*q_{d-1}^5
9,5,9,2401/180,+,Y^9*q_d^9*q_{d-1}^5
9,5,10,-117355/15552,-,Y^10*q_d^9*q_{d-1}^5
9,5,11,-5970869471/22394880,-,Y^11*q_d^9*q_{d-1}^5
9,5,12,22956803989/29859840,+,Y^12*q_d^9*q_{d-1}^5
9,5,13,-367893292529/716636160,-,Y^13*q_d^9*q_{d-1}^5
9,5,14,-79765103007373/103195607040,-,Y^14*q_d^9*q_{d-1}^5
9,5,15,49786093832377/34398535680,+,Y^15*q_d^9*q_{d-1}^5
9,5,16,-62378271875507/82556485632,-,Y^16*q_d^9*q_{d-1}^5
9,5,17,8026359714863/412782428160,+,Y^17*q_d^9*q_{d-1}^5
9,5,18,602367703609/8599633920,+,Y^18*q_d^9*q_{d-1}^5
9,5,19,-63510812617/22932357120,-,Y^19*q_d^9*q_{d-1}^5
10,5,11,2401/108,+,Y^11*q_d^10*q_{d-1}^5
10,5,12,-207120697/2799360,-,Y^12*q_d^10*q_{d-1}^5
10,5,13,-250413569/19906560,-,Y^13*q_d^10*q_{d-1}^5
10,5,14,22652336959/71663616,+,Y^14*q_d^10*q_{d-1}^5
10,5,15,-10971020295277/25798901760,-,Y^15*q_d^10*q_{d-1}^5
10,5,16,790054237189/5733089280,+,Y^16*q_d^10*q_{d-1}^5
10,5,17,9350093777003/103195607040,+,Y^17*q_d^10*q_{d-1}^5
10,5,18,-23974901108753/412782428160,-,Y^18*q_d^10*q_{d-1}^5
10,5,19,111266424101/34398535680,+,Y^19*q_d^10*q_{d-1}^5
11,5,12,84035/31104,+,Y^12*q_d^11*q_{d-1}^5
11,5,13,4628099/622080,+,Y^13*q_d^11*q_{d-1}^5
11,5,14,-784993573/14929920,-,Y^14*q_d^11*q_{d-1}^5
11,5,15,53983194601/859963392,+,Y^15*q_d^11*q_{d-1}^5
11,5,16,682784229911/51597803520,+,Y^16*q_d^11*q_{d-1}^5
11,5,17,-2049452646143/34398535680,-,Y^17*q_d^11*q_{d-1}^5
11,5,18,3663402310687/137594142720,+,Y^18*q_d^11*q_{d-1}^5
11,5,19,-16129560251/34398535680,-,Y^19*q_d^11*q_{d-1}^5
11,5,20,-2392392415/13759414272,-,Y^20*q_d^11*q_{d-1}^5
12,5,14,271313/82944,+,Y^14*q_d^12*q_{d-1}^5
12,5,15,-109574437/29859840,-,Y^15*q_d^12*q_{d-1}^5
12,5,16,-299325467/29859840,-,Y^16*q_d^12*q_{d-1}^5
12,5,17,1777547381869/103195607040,+,Y^17*q_d^12*q_{d-1}^5
12,5,18,-40606333859/6879707136,-,Y^18*q_d^12*q_{d-1}^5
12,5,19,-7798834561/5733089280,-,Y^19*q_d^12*q_{d-1}^5
12,5,20,582244901/1528823808,+,Y^20*q_d^12*q_{d-1}^5
13,5,15,117649/995328,+,Y^15*q_d^13*q_{d-1}^5
13,5,16,14336371/11943936,+,Y^16*q_d^13*q_{d-1}^5
13,5,17,-1593589319/716636160,-,Y^17*q_d^13*q_{d-1}^5
13,5,18,1842265691/12899450880,+,Y^18*q_d^13*q_{d-1}^5
13,5,19,71081996363/68797071360,+,Y^19*q_d^13*q_{d-1}^5
13,5,20,-3937359083/13759414272,-,Y^20*q_d^13*q_{d-1}^5
13,5,21,-40353607/13759414272,-,Y^21*q_d^13*q_{d-1}^5
14,5,17,823543/7962624,+,Y^17*q_d^14*q_{d-1}^5
14,5,18,25529833/214990848,+,Y^18*q_d^14*q_{d-1}^5
14,5,19,-23882747/79626240,-,Y^19*q_d^14*q_{d-1}^5
14,5,20,1170254603/13759414272,+,Y^20*q_d^14*q_{d-1}^5
14,5,21,40353607/4586471424,+,Y^21*q_d^14*q_{d-1}^5
15,5,19,5764801/191102976,+,Y^19*q_d^15*q_{d-1}^5
15,5,20,-40353607/6879707136,-,Y^20*q_d^15*q_{d-1}^5
15,5,21,-40353607/4586471424,-,Y^21*q_d^15*q_{d-1}^5
16,5,21,40353607/13759414272,+,Y^21*q_d^16*q_{d-1}^5
6,6,6,-833/810,-,Y^6*q_d^6*q_{d-1}^6
6,6,7,8141/1620,+,Y^7*q_d^6*q_{d-1}^6
6,6,8,-2506831/622080,-,Y^8*q_d^6*q_{d-1}^6
6,6,9,-1140744107/11197440,-,Y^9*q_d^6*q_{d-1}^6
6,6,10,1012027979/2799360,+,Y^10*q_d^6*q_{d-1}^6
6,6,11,-55381595891/134369280,-,Y^11*q_d^6*q_{d-1}^6
6,6,12,-3796603623689/12899450880,-,Y^12*q_d^6*q_{d-1}^6
6,6,13,3883411779019/2866544640,+,Y^13*q_d^6*q_{d-1}^6
6,6,14,-36654002663663/25798901760,-,Y^14*q_d^6*q_{d-1}^6
6,6,15,5890046204567/12899450880,+,Y^15*q_d^6*q_{d-1}^6
6,6,16,68775326277161/412782428160,+,Y^16*q_d^6*q_{d-1}^6
6,6,17,-17040181511297/137594142720,-,Y^17*q_d^6*q_{d-1}^6
6,6,18,64696714537/4837294080,+,Y^18*q_d^6*q_{d-1}^6
7,6,8,-10241/3240,-,Y^8*q_d^7*q_{d-1}^6
7,6,9,469609/10368,+,Y^9*q_d^7*q_{d-1}^6
7,6,10,-51567509/414720,-,Y^10*q_d^7*q_{d-1}^6
7,6,11,-1045471231/89579520,-,Y^11*q_d^7*q_{d-1}^6
7,6,12,14967329989/23887872,+,Y^12*q_d^7*q_{d-1}^6
7,6,13,-5181785247047/4299816960,-,Y^13*q_d^7*q_{d-1}^6
7,6,14,41183274624751/51597803520,+,Y^14*q_d^7*q_{d-1}^6
7,6,15,21225517356743/103195607040,+,Y^15*q_d^7*q_{d-1}^6
7,6,16,-72594012400889/137594142720,-,Y^16*q_d^7*q_{d-1}^6
7,6,17,1606934631631/7644119040,+,Y^17*q_d^7*q_{d-1}^6
7,6,18,-23336104686433/1651129712640,-,Y^18*q_d^7*q_{d-1}^6
8,6,9,-10633/2430,-,Y^9*q_d^8*q_{d-1}^6
8,6,10,242011/23328,+,Y^10*q_d^8*q_{d-1}^6
8,6,11,287025683/5598720,+,Y^11*q_d^8*q_{d-1}^6
8,6,12,-94420093453/358318080,-,Y^12*q_d^8*q_{d-1}^6
8,6,13,281972054077/716636160,+,Y^13*q_d^8*q_{d-1}^6
8,6,14,-2819135514097/51597803520,-,Y^14*q_d^8*q_{d-1}^6
8,6,15,-15117211395377/34398535680,-,Y^15*q_d^8*q_{d-1}^6
8,6,16,183349548101867/412782428160,+,Y^16*q_d^8*q_{d-1}^6
8,6,17,-28126495995493/206391214080,-,Y^17*q_d^8*q_{d-1}^6
8,6,18,-8973416176571/1651129712640,-,Y^18*q_d^8*q_{d-1}^6
8,6,19,90374785277/20639121408,+,Y^19*q_d^8*q_{d-1}^6
9,6,11,-12005/1458,-,Y^11*q_d^9*q_{d-1}^6
9,6,12,40806563/933120,+,Y^12*q_d^9*q_{d-1}^6
9,6,13,-3003280021/59719680,-,Y^13*q_d^9*q_{d-1}^6
9,6,14,-379327244023/4299816960,-,Y^14*q_d^9*q_{d-1}^6
9,6,15,2141209674919/8599633920,+,Y^15*q_d^9*q_{d-1}^6
9,6,16,-3945340469707/20639121408,-,Y^16*q_d^9*q_{d-1}^6
9,6,17,75167307467/2866544640,+,Y^17*q_d^9*q_{d-1}^6
9,6,18,373081096913/13759414272,+,Y^18*q_d^9*q_{d-1}^6
9,6,19,-250809197107/30576476160,-,Y^19*q_d^9*q_{d-1}^6
10,6,12,-16807/6912,-,Y^12*q_d^10*q_{d-1}^6
10,6,13,7256851/11197440,+,Y^13*q_d^10*q_{d-1}^6
10,6,14,21979589891/716636160,+,Y^14*q_d^10*q_{d-1}^6
10,6,15,-56652587299/859963392,-,Y^15*q_d^10*q_{d-1}^6
10,6,16,381838793413/10319560704,+,Y^16*q_d^10*q_{d-1}^6
10,6,17,502163769359/25798901760,+,Y^17*q_d^10*q_{d-1}^6
10,6,18,-728909685875/27518828544,-,Y^18*q_d^10*q_{d-1}^6
10,6,19,2845505891249/412782428160,+,Y^19*q_d^10*q_{d-1}^6
10,6,20,4559957591/45864714240,+,Y^20*q_d^10*q_{d-1}^6
11,6,14,-3848803/1244160,-,Y^14*q_d^11*q_{d-1}^6
11,6,15,1374075493/179159040,+,Y^15*q_d^11*q_{d-1}^6
11,6,16,148478183/2866544640,+,Y^16*q_d^11*q_{d-1}^6
11,6,17,-36082240691/2579890176,-,Y^17*q_d^11*q_{d-1}^6
11,6,18,170297376487/13759414272,+,Y^18*q_d^11*q_{d-1}^6
11,6,19,-2083190725021/825564856320,-,Y^19*q_d^11*q_{d-1}^6
11,6,20,-129460136057/275188285440,-,Y^20*q_d^11*q_{d-1}^6
12,6,15,-117649/373248,-,Y^15*q_d^12*q_{d-1}^6
12,6,16,-258369209/358318080,-,Y^16*q_d^12*q_{d-1}^6
12,6,17,964685785/286654464,+,Y^17*q_d^12*q_{d-1}^6
12,6,18,-230341281961/82556485632,-,Y^18*q_d^12*q_{d-1}^6
12,6,19,-8892869419/206391214080,-,Y^19*q_d^12*q_{d-1}^6
12,6,20,151674620237/275188285440,+,Y^20*q_d^12*q_{d-1}^6
12,6,21,-870484951/41278242816,-,Y^21*q_d^12*q_{d-1}^6
13,6,17,-9966551/35831808,-,Y^17*q_d^13*q_{d-1}^6
13,6,18,981680063/4299816960,+,Y^18*q_d^13*q_{d-1}^6
13,6,19,32395005097/103195607040,+,Y^19*q_d^13*q_{d-1}^6
13,6,20,-4377366343/15288238080,-,Y^20*q_d^13*q_{d-1}^6
13,6,21,1827441917/82556485632,+,Y^21*q_d^13*q_{d-1}^6
14,6,18,-823543/95551488,-,Y^18*q_d^14*q_{d-1}^6
14,6,19,-112825391/1719926784,-,Y^19*q_d^14*q_{d-1}^6
14,6,20,18941489/286654464,+,Y^20*q_d^14*q_{d-1}^6
14,6,21,-40353607/27518828544,-,Y^21*q_d^14*q_{d-1}^6
14,6,22,-40353607/55037657088,-,Y^22*q_d^14*q_{d-1}^6
15,6,20,-5764801/1146617856,-,Y^20*q_d^15*q_{d-1}^6
15,6,21,-40353607/13759414272,-,Y^21*q_d^15*q_{d-1}^6
15,6,22,40353607/27518828544,+,Y^22*q_d^15*q_{d-1}^6
16,6,22,-40353607/55037657088,-,Y^22*q_d^16*q_{d-1}^6
7,7,9,5831/19440,+,Y^9*q_d^7*q_{d-1}^7
7,7,10,-208103/186624,-,Y^10*q_d^7*q_{d-1}^7
7,7,11,9656479/22394880,+,Y^11*q_d^7*q_{d-1}^7
7,7,12,999869563/71663616,+,Y^12*q_d^7*q_{d-1}^7
7,7,13,-41069753837/1074954240,-,Y^13*q_d^7*q_{d-1}^7
7,7,14,1901325711481/51597803520,+,Y^14*q_d^7*q_{d-1}^7
7,7,15,2806606369/3439853568,+,Y^15*q_d^7*q_{d-1}^7
7,7,16,-14139154107491/412782428160,-,Y^16*q_d^7*q_{d-1}^7
7,7,17,1970931014423/68797071360,+,Y^17*q_d^7*q_{d-1}^7
7,7,18,-10397835443807/1651129712640,-,Y^18*q_d^7*q_{d-1}^7
7,7,19,-6289397891/5733089280,-,Y^19*q_d^7*q_{d-1}^7
8,7,11,18179/23328,+,Y^11*q_d^8*q_{d-1}^7
8,7,12,-41537839/5598720,-,Y^12*q_d^8*q_{d-1}^7
8,7,13,730617587/44789760,+,Y^13*q_d^8*q_{d-1}^7
8,7,14,-4379450117/1433272320,-,Y^14*q_d^8*q_{d-1}^7
8,7,15,-1709174096539/51597803520,-,Y^15*q_d^8*q_{d-1}^7
8,7,16,10102991110597/206391214080,+,Y^16*q_d^8*q_{d-1}^7
8,7,17,-2119019916433/82556485632,-,Y^17*q_d^8*q_{d-1}^7
8,7,18,262158325541/825564856320,+,Y^18*q_d^8*q_{d-1}^7
8,7,19,1612012127173/550376570880,+,Y^19*q_d^8*q_{d-1}^7
9,7,12,74431/93312,+,Y^12*q_d^9*q_{d-1}^7
9,7,13,-17239523/11197440,-,Y^13*q_d^9*q_{d-1}^7
9,7,14,-92496467/17915904,-,Y^14*q_d^9*q_{d-1}^7
9,7,15,173505518599/8599633920,+,Y^15*q_d^9*q_{d-1}^7
9,7,16,-4811905306243/206391214080,-,Y^16*q_d^9*q_{d-1}^7
9,7,17,2519227902709/412782428160,+,Y^17*q_d^9*q_{d-1}^7
9,7,18,5585594439299/825564856320,+,Y^18*q_d^9*q_{d-1}^7
9,7,19,-6523446576269/1651129712640,-,Y^19*q_d^9*q_{d-1}^7
9,7,20,18331243637/137594142720,+,Y^20*q_d^9*q_{d-1}^7
10,7,14,12285917/11197440,+,Y^14*q_d^10*q_{d-1}^7
10,7,15,-192850721/44789760,-,Y^15*q_d^10*q_{d-1}^7
10,7,16,910261975/214990848,+,Y^16*q_d^10*q_{d-1}^7
10,7,17,560119879109/206391214080,+,Y^17*q_d^10*q_{d-1}^7
10,7,18,-897740788469/137594142720,-,Y^18*q_d^10*q_{d-1}^7
10,7,19,2377097221457/825564856320,+,Y^19*q_d^10*q_{d-1}^7
10,7,20,-29559428899/330225942528,-,Y^20*q_d^10*q_{d-1}^7
11,7,15,117649/414720,+,Y^15*q_d^11*q_{d-1}^7
11,7,16,-175273/1658880,-,Y^16*q_d^11*q_{d-1}^7
11,7,17,-2005980277/1146617856,-,Y^17*q_d^11*q_{d-1}^7
11,7,18,541978164581/206391214080,+,Y^18*q_d^11*q_{d-1}^7
11,7,19,-49842654323/51597803520,-,Y^19*q_d^11*q_{d-1}^7
11,7,20,-26365023251/183458856960,-,Y^20*q_d^11*q_{d-1}^7
11,7,21,2150270773/45864714240,+,Y^21*q_d^11*q_{d-1}^7
12,7,17,117649/466560,+,Y^17*q_d^12*q_{d-1}^7
12,7,18,-189297241/429981696,-,Y^18*q_d^12*q_{d-1}^7
12,7,19,4215884687/82556485632,+,Y^19*q_d^12*q_{d-1}^7
12,7,20,4148421389/20639121408,+,Y^20*q_d^12*q_{d-1}^7
12,7,21,-6323986697/91729428480,-,Y^21*q_d^12*q_{d-1}^7
13,7,18,823543/35831808,+,Y^18*q_d^13*q_{d-1}^7
13,7,19,142472939/4299816960,+,Y^19*q_d^13*q_{d-1}^7
13,7,20,-4620967001/51597803520,-,Y^20*q_d^13*q_{d-1}^7
13,7,21,9760984583/275188285440,+,Y^21*q_d^13*q_{d-1}^7
13,7,22,5764801/165112971264,+,Y^22*q_d^13*q_{d-1}^7
14,7,20,22470959/1719926784,+,Y^20*q_d^14*q_{d-1}^7
14,7,21,-88824995/13759414272,-,Y^21*q_d^14*q_{d-1}^7
14,7,22,-40353607/18345885696,-,Y^22*q_d^14*q_{d-1}^7
15,7,21,823543/2293235712,+,Y^21*q_d^15*q_{d-1}^7
15,7,22,40353607/27518828544,+,Y^22*q_d^15*q_{d-1}^7
15,7,23,-5764801/55037657088,-,Y^23*q_d^15*q_{d-1}^7
16,7,23,5764801/55037657088,+,Y^23*q_d^16*q_{d-1}^7
8,8,12,-40817/746496,-,Y^12*q_d^8*q_{d-1}^8
8,8,13,353633/2239488,+,Y^13*q_d^8*q_{d-1}^8
8,8,14,-2963177/26542080,-,Y^14*q_d^8*q_{d-1}^8
8,8,15,-7554187067/8599633920,-,Y^15*q_d^8*q_{d-1}^8
8,8,16,101499918737/51597803520,+,Y^16*q_d^8*q_{d-1}^8
8,8,17,-36324899471/27518828544,-,Y^17*q_d^8*q_{d-1}^8
8,8,18,93804133577/825564856320,+,Y^18*q_d^8*q_{d-1}^8
8,8,19,97646199371/550376570880,+,Y^19*q_d^8*q_{d-1}^8
8,8,20,-1456847567/25798901760,-,Y^20*q_d^8*q_{d-1}^8
9,8,14,-415373/4478976,-,Y^14*q_d^9*q_{d-1}^8
9,8,15,1495823/2211840,+,Y^15*q_d^9*q_{d-1}^8
9,8,16,-3432247679/2866544640,-,Y^16*q_d^9*q_{d-1}^8
9,8,17,78958960493/206391214080,+,Y^17*q_d^9*q_{d-1}^8
9,8,18,154857803611/220150628352,+,Y^18*q_d^9*q_{d-1}^8
9,8,19,-2082262474411/3302259425280,-,Y^19*q_d^9*q_{d-1}^8
9,8,20,2056560638573/13209037701120,+,Y^20*q_d^9*q_{d-1}^8
10,8,15,-521017/5598720,-,Y^15*q_d^10*q_{d-1}^8
10,8,16,18744607/119439360,+,Y^16*q_d^10*q_{d-1}^8
10,8,17,330961043/1433272320,+,Y^17*q_d^10*q_{d-1}^8
10,8,18,-2296041852853/3302259425280,-,Y^18*q_d^10*q_{d-1}^8
10,8,19,574519344959/1100753141760,+,Y^19*q_d^10*q_{d-1}^8
10,8,20,-1266483367219/13209037701120,-,Y^20*q_d^10*q_{d-1}^8
10,8,21,-4299718003/165112971264,-,Y^21*q_d^10*q_{d-1}^8
11,8,17,-823543/9953280,-,Y^17*q_d^11*q_{d-1}^8
11,8,18,968368919/4299816960,+,Y^18*q_d^11*q_{d-1}^8
11,8,19,-272859073529/1651129712640,-,Y^19*q_d^11*q_{d-1}^8
11,8,20,-4394072501/220150628352,-,Y^20*q_d^11*q_{d-1}^8
11,8,21,48640920209/1100753141760,+,Y^21*q_d^11*q_{d-1}^8
