x_power,Y_power,q_power,coefficient,monomial
2,3,2,-339637433978159987/425152800,x^2*Y^3*q_d^2
2,4,2,337605112283701891831/97955205120,x^2*Y^4*q_d^2
2,5,2,-69901064634127084007/36279705600,x^2*Y^5*q_d^2
2,6,2,-12371896776745888787587/1959104102400,x^2*Y^6*q_d^2
2,7,2,8562919184368174311193/783641640960,x^2*Y^7*q_d^2
2,8,2,-2420949291439955116561/1306069401600,x^2*Y^8*q_d^2
2,9,2,-26551349636675488182149/2612138803200,x^2*Y^9*q_d^2
2,10,2,46642281170341306884719/5224277606400,x^2*Y^10*q_d^2
2,11,2,34142663515505309611/128994508800,x^2*Y^11*q_d^2
2,12,2,-16316384729473034228351/4643802316800,x^2*Y^12*q_d^2
2,13,2,32257743406663471744859/27862813900800,x^2*Y^13*q_d^2
2,14,2,15076711938254240095129/55725627801600,x^2*Y^14*q_d^2
2,15,2,-14703379666544548566223/111451255603200,x^2*Y^15*q_d^2
2,16,2,-24051956466676839533/3482851737600,x^2*Y^16*q_d^2
3,-5,2,-133660672/14175,x^3*Y^-5*q_d^2
3,-4,2,-916319744/42525,x^3*Y^-4*q_d^2
3,-3,2,153030944/1215,x^3*Y^-3*q_d^2
3,-2,2,-34218112496/25515,x^3*Y^-2*q_d^2
3,-1,2,-134108295364/76545,x^3*Y^-1*q_d^2
3,0,2,9354647223988/382725,x^3*q_d^2
3,1,2,-5564195732482/164025,x^3*Y*q_d^2
3,2,2,-12886010043079/98415,x^3*Y^2*q_d^2
3,3,2,9022262077505561/18895680,x^3*Y^3*q_d^2
3,4,2,-548656940173643879/2550916800,x^3*Y^4*q_d^2
3,5,2,-344639158981121307239/244888012800,x^3*Y^5*q_d^2
3,6,2,261235180869248749297/97955205120,x^3*Y^6*q_d^2
3,7,2,-5279914874985354131/8162933760,x^3*Y^7*q_d^2
3,8,2,-291948158680833415121/87071293440,x^3*Y^8*q_d^2
3,9,2,11148372042058151476661/2612138803200,x^3*Y^9*q_d^2
3,10,2,-65985518475336962839/64497254400,x^3*Y^10*q_d^2
3,11,2,-57097399619108264947769/31345665638400,x^3*Y^11*q_d^2
3,12,2,19258614647036583278299/12538266255360,x^3*Y^12*q_d^2
3,13,2,-24705268204558572913079/125382662553600,x^3*Y^13*q_d^2
3,14,2,-5662532210631073042979/27862813900800,x^3*Y^14*q_d^2
3,15,2,9728258091758753924377/167176883404800,x^3*Y^15*q_d^2
3,16,2,84790508843410551713/20897110425600,x^3*Y^16*q_d^2
4,-4,2,-11321344/14175,x^4*Y^-4*q_d^2
4,-3,2,-48300032/8505,x^4*Y^-3*q_d^2
4,-2,2,-200242016/1701,x^4*Y^-2*q_d^2
4,-1,2,1502312224/3645,x^4*Y^-1*q_d^2
4,0,2,17475092519/153090,x^4*q_d^2
4,1,2,-2025169566923/218700,x^4*Y*q_d^2
4,2,2,27619539870851/1049760,x^4*Y^2*q_d^2
4,3,2,67741880080993/6298560,x^4*Y^3*q_d^2
4,4,2,-1776234825978805/10077696,x^4*Y^4*q_d^2
4,5,2,12510975821566728667/40814668800,x^4*Y^5*q_d^2
4,6,2,18396260097210738761/979552051200,x^4*Y^6*q_d^2
4,7,2,-59067544509037945459/78364164096,x^4*Y^7*q_d^2
4,8,2,256828063031408610943/261213880320,x^4*Y^8*q_d^2
4,9,2,-108831310187318989129/522427760640,x^4*Y^9*q_d^2
4,10,2,-6802515997586204062507/10448555212800,x^4*Y^10*q_d^2
4,11,2,13891077274842986349649/20897110425600,x^4*Y^11*q_d^2
4,12,2,-231578503525805982049/1253826625536,x^4*Y^12*q_d^2
4,13,2,-251559336183849588041/3134566563840,x^4*Y^13*q_d^2
4,14,2,32102242515580831881413/501530650214400,x^4*Y^14*q_d^2
4,15,2,-9996477269240844442067/1003061300428800,x^4*Y^15*q_d^2
4,16,2,-147980940100748163199/125382662553600,x^4*Y^16*q_d^2
5,-2,2,-2830336/1215,x^5*Y^-2*q_d^2
5,-1,2,1422848/135,x^5*Y^-1*q_d^2
5,0,2,-1351759648/8505,x^5*q_d^2
5,1,2,405455029/2187,x^5*Y*q_d^2
5,2,2,252920815091/145800,x^5*Y^2*q_d^2
5,3,2,-1762474174447/194400,x^5*Y^3*q_d^2
5,4,2,799943814788381/62985600,x^5*Y^4*q_d^2
5,5,2,292516696936007/13996800,x^5*Y^5*q_d^2
5,6,2,-840876376187059601/9069926400,x^5*Y^6*q_d^2
5,7,2,106259879883778427251/979552051200,x^5*Y^7*q_d^2
5,8,2,2224950374417987087/145118822400,x^5*Y^8*q_d^2
5,9,2,-455734192113688868737/2612138803200,x^5*Y^9*q_d^2
5,10,2,921725230611075109319/5224277606400,x^5*Y^10*q_d^2
5,11,2,-101184787087959553237/2612138803200,x^5*Y^11*q_d^2
5,12,2,-417000826409024881877/8358844170240,x^5*Y^12*q_d^2
5,13,2,1788877150002236651497/50153065021440,x^5*Y^13*q_d^2
5,14,2,-61632603840590170199/11145125560320,x^5*Y^14*q_d^2
5,15,2,-989430785774900375473/1003061300428800,x^5*Y^15*q_d^2
5,16,2,6651242811576443563/62691331276800,x^5*Y^16*q_d^2
6,0,2,-1238272/405,x^6*q_d^2
6,1,2,62698496/3645,x^6*Y*q_d^2
6,2,2,-1162014653/10935,x^6*Y^2*q_d^2
6,3,2,-10625748637/218700,x^6*Y^3*q_d^2
6,4,2,31130237279191/20995200,x^6*Y^4*q_d^2
6,5,2,-564829648961543/125971200,x^6*Y^5*q_d^2
6,6,2,646655455579807/167961600,x^6*Y^6*q_d^2
6,7,2,46609261890583877/5441955840,x^6*Y^7*q_d^2
6,8,2,-32379159118277470159/1306069401600,x^6*Y^8*q_d^2
6,9,2,57695928439245847669/2612138803200,x^6*Y^9*q_d^2
6,10,2,2511188511028162013/2612138803200,x^6*Y^10*q_d^2
6,11,2,-31341945443233036031/1741425868800,x^6*Y^11*q_d^2
6,12,2,588305681858481850543/41794220851200,x^6*Y^12*q_d^2
6,13,2,-219925700087540275129/83588441702400,x^6*Y^13*q_d^2
6,14,2,-811174697596574381777/501530650214400,x^6*Y^14*q_d^2
6,15,2,610548391104562521359/1003061300428800,x^6*Y^15*q_d^2
6,16,2,634952653343681869/20897110425600,x^6*Y^16*q_d^2
7,2,2,-8667904/3645,x^7*Y^2*q_d^2
7,3,2,26305552/2187,x^7*Y^3*q_d^2
7,4,2,-9906870379/218700,x^7*Y^4*q_d^2
7,5,2,-666850471861/10497600,x^7*Y^5*q_d^2
7,6,2,76584403741433/125971200,x^7*Y^6*q_d^2
7,7,2,-132973697902207/100776960,x^7*Y^7*q_d^2
7,8,2,4680472673033309/5441955840,x^7*Y^8*q_d^2
7,9,2,126213043557812467/81629337600,x^7*Y^9*q_d^2
7,10,2,-9078621283967940173/2612138803200,x^7*Y^10*q_d^2
7,11,2,1533543965562303373/653034700800,x^7*Y^11*q_d^2
7,12,2,-20755540462408255/835884417024,x^7*Y^12*q_d^2
7,13,2,-10486264643364941543/13931406950400,x^7*Y^13*q_d^2
7,14,2,30034664212494586099/83588441702400,x^7*Y^14*q_d^2
7,15,2,-21180835420807820737/501530650214400,x^7*Y^15*q_d^2
7,16,2,-502738070833888813/62691331276800,x^7*Y^16*q_d^2
8,4,2,-13272728/10935,x^8*Y^4*q_d^2
8,5,2,93444176/18225,x^8*Y^5*q_d^2
8,6,2,-48927044537/3499200,x^8*Y^6*q_d^2
8,7,2,-263247640229/12597120,x^8*Y^7*q_d^2
8,8,2,2802905181293/19906560,x^8*Y^8*q_d^2
8,9,2,-6764866928876959/29023764480,x^8*Y^9*q_d^2
8,10,2,1344867109780936147/10448555212800,x^8*Y^10*q_d^2
8,11,2,301446730083873199/2321901158400,x^8*Y^11*q_d^2
8,12,2,-509368335857161319/2089711042560,x^8*Y^12*q_d^2
8,13,2,118141975495226767/1044855521280,x^8*Y^13*q_d^2
8,14,2,1415092799770296493/167176883404800,x^8*Y^14*q_d^2
8,15,2,-4352080000191992467/334353766809600,x^8*Y^15*q_d^2
8,16,2,-16468195681098287/125382662553600,x^8*Y^16*q_d^2
9,6,2,-23227274/54675,x^9*Y^6*q_d^2
9,7,2,565394683/393660,x^9*Y^7*q_d^2
9,8,2,-24122388409/7558272,x^9*Y^8*q_d^2
9,9,2,-7438164740041/2418647040,x^9*Y^9*q_d^2
9,10,2,9837095235042047/522427760640,x^9*Y^10*q_d^2
9,11,2,-722755981721027023/31345665638400,x^9*Y^11*q_d^2
9,12,2,242911735249977787/25076532510720,x^9*Y^12*q_d^2
9,13,2,215896620295508411/50153065021440,x^9*Y^13*q_d^2
9,14,2,-15060202865364853/2229025112064,x^9*Y^14*q_d^2
9,15,2,666076582515569267/334353766809600,x^9*Y^15*q_d^2
9,16,2,536269615714427/2321901158400,x^9*Y^16*q_d^2
10,8,2,-81295459/787320,x^10*Y^8*q_d^2
10,9,2,309601747/1180980,x^10*Y^9*q_d^2
10,10,2,-1198865848187/2418647040,x^10*Y^10*q_d^2
10,11,2,-8731701465655/52242776064,x^10*Y^11*q_d^2
10,12,2,178129409023904023/125382662553600,x^10*Y^12*q_d^2
10,13,2,-282808058433567569/250765325107200,x^10*Y^13*q_d^2
10,14,2,68287481849447791/501530650214400,x^10*Y^14*q_d^2
10,15,2,79227740051082623/1003061300428800,x^10*Y^15*q_d^2
10,16,2,-1531037519466959/125382662553600,x^10*Y^16*q_d^2
11,10,2,-81295459/4723920,x^11*Y^10*q_d^2
11,11,2,488360999/16796160,x^11*Y^11*q_d^2
11,12,2,-3853004632351/87071293440,x^11*Y^12*q_d^2
11,13,2,351791318225683/62691331276800,x^11*Y^13*q_d^2
11,14,2,10833165920759/193491763200,x^11*Y^14*q_d^2
11,15,2,-53958202177999/1959104102400,x^11*Y^15*q_d^2
11,16,2,-7384669727393/1959104102400,x^11*Y^16*q_d^2
12,12,2,-569068213/302330880,x^12*Y^12*q_d^2
12,13,2,168826315/102036672,x^12*Y^13*q_d^2
12,14,2,-93674422190699/62691331276800,x^12*Y^14*q_d^2
12,15,2,3611047463653/3918208204800,x^12*Y^15*q_d^2
12,16,2,25866662087/72559411200,x^12*Y^16*q_d^2
13,14,2,-3983477491/32651735040,x^13*Y^14*q_d^2
13,15,2,114241061417/3918208204800,x^13*Y^15*q_d^2
13,16,2,27884342437/979552051200,x^13*Y^16*q_d^2
14,16,2,-27884342437/7836416409600,x^14*Y^16*q_d^2
0,-7,3,636928/945,Y^-7*q_d^3
0,-6,3,65801216/2835,Y^-6*q_d^3
0,-5,3,283723264/945,Y^-5*q_d^3
0,-4,3,14267904992/8505,Y^-4*q_d^3
0,-3,3,53527886032/25515,Y^-3*q_d^3
0,-2,3,-83275457648/5103,Y^-2*q_d^3
0,-1,3,-10676958676826/229635,Y^-1*q_d^3
0,0,3,32833321133879/393660,q_d^3
0,1,3,948853244809633/3149280,Y*q_d^3
0,2,3,-65196765410315041/170061120,Y^2*q_d^3
0,3,3,-505536425352366713/510183360,Y^3*q_d^3
0,4,3,1616127899409436255/1088391168,Y^4*q_d^3
0,5,3,2518639347460246667/1813985280,Y^5*q_d^3
0,6,3,-20881426776779307683/6530347008,Y^6*q_d^3
0,7,3,14983764908590673/4353564672,Y^7*q_d^3
0,8,3,84797135373360950707/29023764480,Y^8*q_d^3
0,9,3,-10994640868560598729/8707129344,Y^9*q_d^3
0,10,3,-5624685580075751791/5804752896,Y^10*q_d^3
0,11,3,907309456636450679/1289945088,Y^11*q_d^3
0,12,3,9654735906417925043/92876046336,Y^12*q_d^3
0,13,3,-1372134143761613029/10319560704,Y^13*q_d^3
0,14,3,-38369851659753425/6879707136,Y^14*q_d^3
0,15,3,129806898781431725/13759414272,Y^15*q_d^3
0,16,3,17235528153875185/18345885696,Y^16*q_d^3
1,-6,3,352256/35,x*Y^-6*q_d^3
1,-5,3,75281408/405,x*Y^-5*q_d^3
1,-4,3,908466176/945,x*Y^-4*q_d^3
1,-3,3,-1326872528/2835,x*Y^-3*q_d^3
1,-2,3,-306114700352/25515,x*Y^-2*q_d^3
1,-1,3,59160015616/8505,x*Y^-1*q_d^3
1,0,3,1029244712494/10935,x*q_d^3
1,1,3,-111955971117623/787320,x*Y*q_d^3
1,2,3,-2686645339387/6561,x*Y^2*q_d^3
1,3,3,5102628725649181/4723920,x*Y^3*q_d^3
1,4,3,474189788722905011/1020366720,x*Y^4*q_d^3
1,5,3,-7521672845161939879/2176782336,x*Y^5*q_d^3
1,6,3,10789985931899970709/5441955840,x*Y^6*q_d^3
1,7,3,500560337587496687159/130606940160,x*Y^7*q_d^3
1,8,3,-70478050417079710621/14511882240,x*Y^8*q_d^3
1,9,3,-32513681236025173751/87071293440,x*Y^9*q_d^3
1,10,3,14845910782379342183/4837294080,x*Y^10*q_d^3
1,11,3,-113179304779120611409/116095057920,x*Y^11*q_d^3
1,12,3,-45350091825959164475/69657034752,x*Y^12*q_d^3
1,13,3,33082677398602886803/103195607040,x*Y^13*q_d^3
1,14,3,569186999019113447/10319560704,x*Y^14*q_d^3
1,15,3,-20888655613903610281/743008370688,x*Y^15*q_d^3
1,16,3,-300143251763941453/82556485632,x*Y^16*q_d^3
2,-5,3,7135232/315,x^2*Y^-5*q_d^3
2,-4,3,19672064/135,x^2*Y^-4*q_d^3
2,-3,3,-48722720/189,x^2*Y^-3*q_d^3
2,-2,3,-555479768/945,x^2*Y^-2*q_d^3
2,-1,3,81678722168/8505,x^2*Y^-1*q_d^3
2,0,3,-4000006322/405,x^2*q_d^3
2,1,3,-3745001432039/43740,x^2*Y*q_d^3
2,2,3,765481620491/3888,x^2*Y^2*q_d^3
2,3,3,29839111259339/174960,x^2*Y^3*q_d^3
2,4,3,-7470558254115013/7085880,x^2*Y^4*q_d^3
2,5,3,4784520927801351539/5441955840,x^2*Y^5*q_d^3
2,6,3,33116013188177400821/21767823360,x^2*Y^6*q_d^3
2,7,3,-72421046573609458471/21767823360,x^2*Y^7*q_d^3
2,8,3,10036710438882797869/9674588160,x^2*Y^8*q_d^3
2,9,3,27818659564256239409/10883911680,x^2*Y^9*q_d^3
2,10,3,-417985982847313807199/174142586880,x^2*Y^10*q_d^3
2,11,3,-75912044178194833/644972544,x^2*Y^11*q_d^3
2,12,3,213934802526090493981/232190115840,x^2*Y^12*q_d^3
2,13,3,-103619462414643829213/464380231680,x^2*Y^13*q_d^3
2,14,3,-2528286571901415829/22932357120,x^2*Y^14*q_d^3
2,15,3,172044664056248305847/5572562780160,x^2*Y^15*q_d^3
2,16,3,41557847304322231127/7430083706880,x^2*Y^16*q_d^3
3,-4,3,6946816/945,x^3*Y^-4*q_d^3
3,-3,3,-2926592/567,x^3*Y^-3*q_d^3
3,-2,3,233437312/945,x^3*Y^-2*q_d^3
3,-1,3,817785952/1215,x^3*Y^-1*q_d^3
3,0,3,-20466133624/3645,x^3*q_d^3
3,1,3,6105973139/729,x^3*Y*q_d^3
3,2,3,360329401834/10935,x^3*Y^2*q_d^3
3,3,3,-72989896586359/524880,x^3*Y^3*q_d^3
3,4,3,94598943837497/1049760,x^3*Y^4*q_d^3
3,5,3,264136404548089571/680244480,x^3*Y^5*q_d^3
3,6,3,-3419539066243509877/4081466880,x^3*Y^6*q_d^3
3,7,3,3334392941840993113/10883911680,x^3*Y^7*q_d^3
3,8,3,1730011010945754847/1813985280,x^3*Y^8*q_d^3
3,9,3,-116176652275362105527/87071293440,x^3*Y^9*q_d^3
3,10,3,3541299328802819797/10883911680,x^3*Y^10*q_d^3
3,11,3,41756694774783354289/69657034752,x^3*Y^11*q_d^3
3,12,3,-12114101936573917469/26121388032,x^3*Y^12*q_d^3
3,13,3,1590857497864885873/278628139008,x^3*Y^13*q_d^3
3,14,3,2273089548335062051/25798901760,x^3*Y^14*q_d^3
3,15,3,-242718282813272515627/16717688340480,x^3*Y^15*q_d^3
3,16,3,-3015971230540336943/696570347520,x^3*Y^16*q_d^3
4,-2,3,8912896/567,x^4*Y^-2*q_d^3
4,-1,3,-4322944/315,x^4*Y^-1*q_d^3
4,0,3,-24723776/405,x^4*q_d^3
4,1,3,7224482891/3645,x^4*Y*q_d^3
4,2,3,-6870376709/1215,x^4*Y^2*q_d^3
4,3,3,-14004456679/4374,x^4*Y^3*q_d^3
4,4,3,19529075165131/419904,x^4*Y^4*q_d^3
4,5,3,-748727608142473/8398080,x^4*Y^5*q_d^3
4,6,3,49745051993651/50388480,x^4*Y^6*q_d^3
4,7,3,3783118135026885137/16325867520,x^4*Y^7*q_d^3
4,8,3,-4631701390652731507/14511882240,x^4*Y^8*q_d^3
4,9,3,489310452336989549/7255941120,x^4*Y^9*q_d^3
4,10,3,40163118764375829467/174142586880,x^4*Y^10*q_d^3
4,11,3,-569967649358290547/2418647040,x^4*Y^11*q_d^3
4,12,3,72873709090779240917/1393140695040,x^4*Y^12*q_d^3
4,13,3,201553505521175130127/4179422085120,x^4*Y^13*q_d^3
4,14,3,-4223815379575965887/139314069504,x^4*Y^14*q_d^3
4,15,3,9364651820096958973/5572562780160,x^4*Y^15*q_d^3
4,16,3,115274383854473136209/66870753361920,x^4*Y^16*q_d^3
5,0,3,133120/9,x^5*q_d^3
5,1,3,2563712/135,x^5*Y*q_d^3
5,2,3,-385988212/1215,x^5*Y^2*q_d^3
5,3,3,4342859921/2430,x^5*Y^3*q_d^3
5,4,3,-224241966383/87480,x^5*Y^4*q_d^3
5,5,3,-310240544449/51840,x^5*Y^5*q_d^3
5,6,3,108045920628203/4199040,x^5*Y^6*q_d^3
5,7,3,-9582035885623469/302330880,x^5*Y^7*q_d^3
5,8,3,-6135954030568547/906992640,x^5*Y^8*q_d^3
5,9,3,22235095710170201/358318080,x^5*Y^9*q_d^3
5,10,3,-910331879789539151/14511882240,x^5*Y^10*q_d^3
5,11,3,1121309346164357903/116095057920,x^5*Y^11*q_d^3
5,12,3,4196582611234427659/174142586880,x^5*Y^12*q_d^3
5,13,3,-45446998511458426561/2786281390080,x^5*Y^13*q_d^3
5,14,3,3233155852901125417/1393140695040,x^5*Y^14*q_d^3
5,15,3,10670968135949943563/11145125560320,x^5*Y^15*q_d^3
5,16,3,-3068413386724460369/11145125560320,x^5*Y^16*q_d^3
6,2,3,2007040/243,x^6*Y^2*q_d^3
6,3,3,24085460/729,x^6*Y^3*q_d^3
6,4,3,-1924779557/7290,x^6*Y^4*q_d^3
6,5,3,615059529529/699840,x^6*Y^5*q_d^3
6,6,3,-5926014523417/8398080,x^6*Y^6*q_d^3
6,7,3,-2876804701939/1049760,x^6*Y^7*q_d^3
6,8,3,1709962488490081/226748160,x^6*Y^8*q_d^3
6,9,3,-58680793741073903/8707129344,x^6*Y^9*q_d^3
6,10,3,-25685192464077131/19349176320,x^6*Y^10*q_d^3
6,11,3,464157556895249329/58047528960,x^6*Y^11*q_d^3
6,12,3,-421574824852980295/69657034752,x^6*Y^12*q_d^3
6,13,3,811363248410281399/1393140695040,x^6*Y^13*q_d^3
6,14,3,6423780593559301259/5572562780160,x^6*Y^14*q_d^3
6,15,3,-5534784796081962113/16717688340480,x^6*Y^15*q_d^3
6,16,3,-143865190663185173/4458050224128,x^6*Y^16*q_d^3
7,4,3,2348864/729,x^7*Y^4*q_d^3
7,5,3,24860297/1215,x^7*Y^5*q_d^3
7,6,3,-20025602681/174960,x^7*Y^6*q_d^3
7,7,3,56926935275/209952,x^7*Y^7*q_d^3
7,8,3,-837809394499/5598720,x^7*Y^8*q_d^3
7,9,3,-243083067382043/403107840,x^7*Y^9*q_d^3
7,10,3,13383316699081889/10883911680,x^7*Y^10*q_d^3
7,11,3,-15484826181066361/19349176320,x^7*Y^11*q_d^3
7,12,3,-201937355091283/1934917632,x^7*Y^12*q_d^3
7,13,3,127061921547341585/278628139008,x^7*Y^13*q_d^3
7,14,3,-55318488626237417/232190115840,x^7*Y^14*q_d^3
7,15,3,13097591702814983/1114512556032,x^7*Y^15*q_d^3
7,16,3,299328277096375429/16717688340480,x^7*Y^16*q_d^3
8,6,3,1229312/1215,x^8*Y^6*q_d^3
8,7,3,242537015/34992,x^8*Y^7*q_d^3
8,8,3,-2322984307/77760,x^8*Y^8*q_d^3
8,9,3,4767559456093/89579520,x^8*Y^9*q_d^3
8,10,3,-123711122717693/4837294080,x^8*Y^10*q_d^3
8,11,3,-400440628657349/5804752896,x^8*Y^11*q_d^3
8,12,3,50362761179725981/464380231680,x^8*Y^12*q_d^3
8,13,3,-20321790607981303/464380231680,x^8*Y^13*q_d^3
8,14,3,-796657031565311/92876046336,x^8*Y^14*q_d^3
8,15,3,9285685504341659/1114512556032,x^8*Y^15*q_d^3
8,16,3,-24894555033733567/22290251120640,x^8*Y^16*q_d^3
9,8,3,1798349/6561,x^9*Y^8*q_d^3
9,9,3,4403484421/3149280,x^9*Y^9*q_d^3
9,10,3,-967385558237/201553920,x^9*Y^10*q_d^3
9,11,3,269781984421733/43535646720,x^9*Y^11*q_d^3
9,12,3,-718178773117981/261213880320,x^9*Y^12*q_d^3
9,13,3,-2130057752583103/557256278016,x^9*Y^13*q_d^3
9,14,3,743022656495077/154793410560,x^9*Y^14*q_d^3
9,15,3,-28889784231339409/33435376680960,x^9*Y^15*q_d^3
9,16,3,-101945599839349/247669456896,x^9*Y^16*q_d^3
10,10,3,1176490/19683,x^10*Y^10*q_d^3
10,11,3,11259126949/67184640,x^10*Y^11*q_d^3
10,12,3,-2249376290567/4837294080,x^10*Y^12*q_d^3
10,13,3,297358662219325/835884417024,x^10*Y^13*q_d^3
10,14,3,-656800453852207/5572562780160,x^10*Y^14*q_d^3
10,15,3,-296669141901251/5572562780160,x^10*Y^15*q_d^3
10,16,3,3992749349041957/66870753361920,x^10*Y^16*q_d^3
11,12,3,7647185/839808,x^11*Y^12*q_d^3
11,13,3,16273092031/1451188224,x^11*Y^13*q_d^3
11,14,3,-9237880304863/348285173760,x^11*Y^14*q_d^3
11,15,3,7250717164271/1393140695040,x^11*Y^15*q_d^3
11,16,3,463219054753/174142586880,x^11*Y^16*q_d^3
12,14,3,14000231/17006112,x^12*Y^14*q_d^3
12,15,3,360281121011/1044855521280,x^12*Y^15*q_d^3
12,16,3,-146927483087/174142586880,x^12*Y^16*q_d^3
13,16,3,2138741171/65303470080,x^13*Y^16*q_d^3
0,-6,4,-3492352/945,Y^-6*q_d^4
0,-5,4,-229690112/2835,Y^-5*q_d^4
0,-4,4,-1673531872/2835,Y^-4*q_d^4
0,-3,4,-9072218336/8505,Y^-3*q_d^4
0,-2,4,19189060412/3645,Y^-2*q_d^4
0,-1,4,63175644338/3645,Y^-1*q_d^4
0,0,4,-3543982890637/131220,q_d^4
0,1,4,-19576430120239/196830,Y*q_d^4
0,2,4,178264264174681/1399680,Y^2*q_d^4
0,3,4,190927326921354619/680244480,Y^3*q_d^4
0,4,4,-7332361851754203767/16325867520,Y^4*q_d^4
0,5,4,-4812442221056871391/16325867520,Y^5*q_d^4
0,6,4,286996930715509021/362797056,Y^6*q_d^4
0,7,4,-980759811199473617/13060694016,Y^7*q_d^4
0,8,4,-153313353774128210363/261213880320,Y^8*q_d^4
0,9,4,3636146823035640997/14511882240,Y^9*q_d^4
0,10,4,5307150505922901413/29023764480,Y^10*q_d^4
0,11,4,-336922452189480941/2902376448,Y^11*q_d^4
0,12,4,-856255581049568203/30958682112,Y^12*q_d^4
0,13,4,8227140208387219/382205952,Y^13*q_d^4
0,14,4,10643018023416079/3439853568,Y^14*q_d^4
0,15,4,-64648020303087809/41278242816,Y^15*q_d^4
0,16,4,-145921864138678775/495338913792,Y^16*q_d^4
0,17,4,-109819314929975/15479341056,Y^17*q_d^4
1,-5,4,-7530496/315,x*Y^-5*q_d^4
1,-4,4,-694259072/2835,x*Y^-4*q_d^4
1,-3,4,-246209888/945,x*Y^-3*q_d^4
1,-2,4,225894976/81,x*Y^-2*q_d^4
1,-1,4,-1196944888/3645,x*Y^-1*q_d^4
1,0,4,-89426562991/3645,x*q_d^4
1,1,4,118313160355/2916,x*Y*q_d^4
1,2,4,85252423009199/787320,x*Y^2*q_d^4
1,3,4,-101456193449639/314928,x*Y^3*q_d^4
1,4,4,-34738601405250631/453496320,x*Y^4*q_d^4
1,5,4,15370430769585180691/16325867520,x*Y^5*q_d^4
1,6,4,-3437439176296318549/5441955840,x*Y^6*q_d^4
1,7,4,-3163942083373975177/3627970560,x*Y^7*q_d^4
1,8,4,153355190372011072507/130606940160,x*Y^8*q_d^4
1,9,4,469926676587462407/7255941120,x*Y^9*q_d^4
1,10,4,-57422752467014241689/87071293440,x*Y^10*q_d^4
1,11,4,29383224636771776617/174142586880,x*Y^11*q_d^4
1,12,4,3539839476850949461/23219011584,x*Y^12*q_d^4
1,13,4,-25008546657036613111/464380231680,x*Y^13*q_d^4
1,14,4,-4220939522251902499/232190115840,x*Y^14*q_d^4
1,15,4,750651246004374113/154793410560,x*Y^15*q_d^4
1,16,4,107008692226642045/82556485632,x*Y^16*q_d^4
1,17,4,554319057760601/15479341056,x*Y^17*q_d^4
2,-4,4,-7088128/315,x^2*Y^-4*q_d^4
2,-3,4,-28642816/945,x^2*Y^-3*q_d^4
2,-2,4,995320/9,x^2*Y^-2*q_d^4
2,-1,4,-156115232/81,x^2*Y^-1*q_d^4
2,0,4,1548482456/1215,x^2*q_d^4
2,1,4,78503497789/3645,x^2*Y*q_d^4
2,2,4,-2720983136911/58320,x^2*Y^2*q_d^4
2,3,4,-497253822557/11664,x^2*Y^3*q_d^4
2,4,4,3457275741087041/12597120,x^2*Y^4*q_d^4
2,5,4,-59054207926480517/226748160,x^2*Y^5*q_d^4
2,6,4,-8072118144898861837/21767823360,x^2*Y^6*q_d^4
2,7,4,9819531728397210859/10883911680,x^2*Y^7*q_d^4
2,8,4,-5474996504324849941/17414258688,x^2*Y^8*q_d^4
2,9,4,-4705449728073954017/7255941120,x^2*Y^9*q_d^4
2,10,4,102234613192906678073/174142586880,x^2*Y^10*q_d^4
2,11,4,1341085342142791903/19349176320,x^2*Y^11*q_d^4
2,12,4,-1976564451957583663/8599633920,x^2*Y^12*q_d^4
2,13,4,1117221417194492561/34828517376,x^2*Y^13*q_d^4
2,14,4,38676902132425889087/1114512556032,x^2*Y^14*q_d^4
2,15,4,-7377162749059313/1451188224,x^2*Y^15*q_d^4
2,16,4,-17185786088694180979/7430083706880,x^2*Y^16*q_d^4
2,17,4,-1735600848823849/23219011584,x^2*Y^17*q_d^4
3,-3,4,-1736704/945,x^3*Y^-3*q_d^4
3,-2,4,-1793536/81,x^3*Y^-2*q_d^4
3,-1,4,-76688992/405,x^3*Y^-1*q_d^4
3,0,4,186233032/243,x^3*q_d^4
3,1,4,-3708922406/3645,x^3*Y*q_d^4
3,2,4,-54712202083/7290,x^3*Y^2*q_d^4
3,3,4,2735862195619/87480,x^3*Y^3*q_d^4
3,4,4,-3977311170509/209952,x^3*Y^4*q_d^4
3,5,4,-138853564129369/1399680,x^3*Y^5*q_d^4
3,6,4,295573542029694587/1360488960,x^3*Y^6*q_d^4
3,7,4,-139433280119452127/1632586752,x^3*Y^7*q_d^4
3,8,4,-8476088570553028907/32651735040,x^3*Y^8*q_d^4
3,9,4,5420617517838515251/14511882240,x^3*Y^9*q_d^4
3,10,4,-1720877159155700629/21767823360,x^3*Y^10*q_d^4
3,11,4,-16188422357526536257/87071293440,x^3*Y^11*q_d^4
3,12,4,43224739055602285531/348285173760,x^3*Y^12*q_d^4
3,13,4,1610171265132500273/104485552128,x^3*Y^13*q_d^4
3,14,4,-121613387641373345753/4179422085120,x^3*Y^14*q_d^4
3,15,4,260693289516657389/185752092672,x^3*Y^15*q_d^4
3,16,4,4443886212062200379/2089711042560,x^3*Y^16*q_d^4
3,17,4,17304185861532199/208971104256,x^3*Y^17*q_d^4
4,-1,4,-434176/81,x^4*Y^-1*q_d^4
4,0,4,1330784/135,x^4*q_d^4
4,1,4,-120089248/405,x^4*Y*q_d^4
